,Pop,Sq.Ki.,Sq.Mi.,Pop.per.Sq.Ki.,Name
,12665,2776.8,1072.1,4.6,Leon County
,52726,3003.9,1159.8,17.6,Liberty County
,20946,2354.0,908.9,8.9,Limestone County
,3143,2414.3,932.2,1.3,Lipscomb County
,9556,2684.3,1036.4,3.6,Live Oak County
,11631,2421.3,934.9,4.8,Llano County
,107,1743.4,673.1,0.1,Loving County
,222636,2330.0,899.6,95.6,Lubbock County
,6758,2310.1,891.9,2.9,Lynn County
,8778,2769.7,1069.4,3.2,McCulloch County
,189123,2698.6,1041.9,70.1,McLennan County
,817,2882.9,1113.1,0.3,McMullen County
,10931,1216.5,469.7,9.0,Madison County
,9984,987.4,381.2,10.1,Marion County
,4956,2369.5,914.9,2.1,Martin County
,3423,2414.3,932.1,1.4,Mason County
,36928,2886.7,1114.5,12.8,Matagorda County
,36378,3315.6,1280.2,11.0,Maverick County
,27312,3439.2,1327.9,7.9,Medina County
,2252,2336.1,902.0,1.0,Menard County
,106611,2331.8,900.3,45.7,Midland County
,22946,2633.5,1016.8,8.7,Milam County
,4531,1937.8,748.2,2.3,Mills County
,8016,2357.2,910.1,3.4,Mitchell County
,17274,2410.6,930.7,7.2,Montague County
,182201,2704.8,1044.3,67.4,Montgomery County
,17865,2330.3,899.7,7.7,Moore County
,13200,659.2,254.5,20.0,Morris County
,1532,2562.6,989.4,0.6,Motley County
,54753,2452.3,946.8,22.3,Nacogdoches County
,39926,2774.4,1071.2,14.4,Navarro County
,13569,2415.8,932.8,5.6,Newton County
,16594,2362.2,912.1,7.0,Nolan County
,291145,2165.0,835.9,134.5,Nueces County
,9128,2376.7,917.6,3.8,Ochiltree County
,2278,3886.9,1500.7,0.6,Oldham County
,80509,923.1,356.4,87.2,Orange County
,25055,2468.2,953.0,10.2,Palo Pinto County
,22035,2074.5,801.0,10.6,Panola County
,64785,2340.3,903.6,27.7,Parker County
,9863,2283.7,881.7,4.3,Parmer County
,14675,12338.8,4764.0,1.2,Pecos County
,30687,2738.6,1057.4,11.2,Polk County
,97874,2355.5,909.4,41.6,Potter County
,6637,9986.5,3855.8,0.7,Presidio County
,6715,601.1,232.1,11.2,Rains County
,89673,2368.5,914.5,37.9,Randall County
,4514,3044.3,1175.4,1.5,Reagan County
,2412,1812.9,700.0,1.3,Real County
,14317,2720.1,1050.2,5.3,Red River County
,15852,6827.4,2636.1,2.3,Reeves County
,7976,1995.2,770.3,4.0,Refugio County
,1025,2393.5,924.1,0.4,Roberts County
,15511,2213.5,854.6,7.0,Robertson County
,25604,333.6,128.8,76.8,Rockwall County
,11294,2731.2,1054.5,4.1,Runnels County
,43735,2392.2,923.6,18.3,Rusk County
,9586,1269.9,490.3,7.5,Sabine County
,7999,1367.3,527.9,5.9,San Augustine County
,16372,1478.1,570.7,11.1,San Jacinto County
,58749,1791.7,691.8,32.8,San Patricio County
,5401,2938.5,1134.5,1.8,San Saba County
,2990,3394.7,1310.7,0.9,Schleicher County
,18634,2337.7,902.6,8.0,Scurry County
,3316,2367.3,914.0,1.4,Shackelford County
,22034,2057.0,794.2,10.7,Shelby County
,2858,2390.8,923.1,1.2,Sherman County
,151309,2404.8,928.5,62.9,Smith County
,5360,484.8,187.2,11.1,Somervell County
,40518,3167.9,1223.1,12.8,Starr County
,9010,2317.3,894.7,3.9,Stephens County
,1438,2391.7,923.4,0.6,Sterling County
,2013,2379.6,918.7,0.8,Stonewall County
,4135,3765.6,1453.9,1.1,Sutton County
,8133,2332.3,900.5,3.5,Swisher County
,1170103,2236.5,863.5,523.2,Tarrant County
,119655,2371.7,915.7,50.5,Taylor County
,1410,6107.0,2357.9,0.2,Terrell County
,13218,2304.8,889.9,5.7,Terry County
,1880,2363.1,912.4,0.8,Throckmorton County
,24009,1063.4,410.6,22.6,Titus County
,98458,3942.5,1522.2,25.0,Tom Green County
,576407,2562.6,989.4,224.9,Travis County
,11445,1794.6,692.9,6.4,Trinity County
,16646,2390.5,923.0,7.0,Tyler County
,31370,1522.2,587.7,20.6,Upshur County
,4447,3216.2,1241.8,1.4,Upton County
,23340,4031.7,1556.6,5.8,Uvalde County
,38721,8212.0,3170.7,4.7,Val Verde County
,37944,2198.4,848.8,17.3,Van Zandt County
,74361,2285.9,882.6,32.5,Victoria County
,50917,2039.7,787.5,25.0,Walker County
,23390,1330.3,513.6,17.6,Waller County
,13115,2164.1,835.6,6.1,Ward County
,26154,1578.0,609.3,16.6,Washington County
,133239,8694.6,3357.0,15.3,Webb County
,39955,2823.6,1090.2,14.2,Wharton County
,5879,2368.0,914.3,2.5,Wheeler County
,122378,1625.7,627.7,75.3,Wichita County
,15121,2515.2,971.1,6.0,Wilbarger County
,17705,1545.5,596.7,11.5,Willacy County
,139551,2912.1,1124.4,47.9,Williamson County
,22650,2090.6,807.2,10.8,Wilson County
,8626,2178.5,841.1,4.0,Winkler County
,34679,2343.1,904.7,14.8,Wise County
,29380,1684.3,650.3,17.4,Wood County
,8786,2071.4,799.8,4.2,Yoakum County
,18126,2389.0,922.4,7.6,Young County
,9279,2581.8,996.8,3.6,Zapata County
,12162,3363.3,1298.6,3.6,Zavala County
,1722850,212815.5,82168.1,8.1,Utah
,4765,6708.4,2590.1,0.7,Beaver County
,36485,14824.3,5723.7,2.5,Box Elder County
,70183,3016.4,1164.6,23.3,Cache County
,20228,3829.5,1478.6,5.3,Carbon County
,690,1808.8,698.4,0.4,Daggett County
,187941,788.6,304.5,238.3,Davis County
,12645,8387.4,3238.4,1.5,Duchesne County
,10332,11531.0,4452.1,0.9,Emery County
,3980,13402.0,5174.5,0.3,Garfield County
,6620,9535.8,3681.8,0.7,Grand County
,20789,8543.1,3298.5,2.4,Iron County
,5817,8785.0,3391.9,0.7,Juab County
,5169,10339.7,3992.2,0.5,Kane County
,11333,17067.1,6589.6,0.7,Millard County
,5528,1577.6,609.1,3.5,Morgan County
,1277,1962.9,757.9,0.7,Piute County
,1725,2664.1,1028.6,0.6,Rich County
,725956,1909.9,737.4,380.1,Salt Lake County
,12621,20255.7,7820.7,0.6,San Juan County
,16259,4113.3,1588.2,4.0,Sanpete County
,15431,4947.9,1910.4,3.1,Sevier County
,15518,4846.3,1871.2,3.2,Summit County
,26601,17989.9,6945.9,1.5,Tooele County
,22211,11596.2,4477.3,1.9,Uintah County
,263590,5175.9,1998.4,50.9,Utah County
,10089,3058.6,1180.9,3.3,Wasatch County
,48560,6286.4,2427.2,7.7,Washington County
,2177,6372.6,2460.5,0.3,Wayne County
,158330,1490.8,575.6,106.2,Weber County
,562758,23955.8,9249.3,23.5,Vermont
,32953,1994.4,770.0,16.5,Addison County
,35845,1751.7,676.3,20.5,Bennington County
,27846,1686.0,651.0,16.5,Caledonia County
,131761,1395.9,539.0,94.4,Chittenden County
,6405,1723.1,665.3,3.7,Essex County
,39980,1650.0,637.1,24.2,Franklin County
,5318,214.0,82.6,24.8,Grand Isle County
,19735,1192.9,460.6,16.5,Lamoille County
,26149,1783.8,688.7,14.7,Orange County
,24053,1804.9,696.9,13.3,Orleans County
,62142,2414.4,932.2,25.7,Rutland County
,54928,1786.0,689.6,30.8,Washington County
,41588,2042.9,788.8,20.4,Windham County
,54055,2515.7,971.3,21.5,Windsor County
,6187358,102558.2,39597.8,60.3,Virginia
,31703,1177.4,454.6,26.9,Accomack County
,68040,1871.9,722.8,36.3,Albemarle County
,13176,1154.8,445.9,11.4,Alleghany County
,8787,924.2,356.8,9.5,Amelia County
,28578,1230.9,475.3,23.2,Amherst County
,12298,864.3,333.7,14.2,Appomattox County
,170936,67.0,25.9,2550.1,Arlington County
,54677,2516.7,971.7,21.7,Augusta County
,4799,1377.6,531.9,3.5,Bath County
,45656,1955.0,754.8,23.4,Bedford County
,6514,929.0,358.7,7.0,Bland County
,24992,1405.6,542.7,17.8,Botetourt County
,15987,1466.4,566.2,10.9,Brunswick County
,31333,1305.1,503.9,24.0,Buchanan County
,12873,1504.5,580.9,8.6,Buckingham County
,47572,1306.7,504.5,36.4,Campbell County
,19217,1379.5,532.6,13.9,Caroline County
,26594,1234.2,476.5,21.5,Carroll County
,6282,472.6,182.5,13.3,Charles City County
,11688,1230.3,475.0,9.5,Charlotte County
,209274,1102.6,425.7,189.8,Chesterfield County
,12101,457.5,176.6,26.5,Clarke County
,4372,854.9,330.1,5.1,Craig County
,27791,987.2,381.2,28.2,Culpeper County
,7825,773.2,298.5,10.1,Cumberland County
,17620,861.6,332.7,20.5,Dickenson County
,20960,1304.7,503.8,16.1,Dinwiddie County
,8689,667.7,257.8,13.0,Essex County
,818584,1024.5,395.6,799.0,Fairfax County
,48741,1684.3,650.3,28.9,Fauquier County
,12005,988.0,381.5,12.2,Floyd County
,12429,744.4,287.4,16.7,Fluvanna County
,39549,1792.6,692.1,22.1,Franklin County
,45723,1073.8,414.6,42.6,Frederick County
,16366,927.0,357.9,17.7,Giles County
,30131,561.0,216.6,53.7,Gloucester County
,14163,736.7,284.5,19.2,Goochland County
,16278,1146.5,442.7,14.2,Grayson County
,10297,405.6,156.6,25.4,Greene County
,8853,765.2,295.5,11.6,Greensville County
,29033,2107.7,813.8,13.8,Halifax County
,63306,1224.5,472.8,51.7,Hanover County
,217881,616.8,238.1,353.3,Henrico County
,56942,990.4,382.4,57.5,Henry County
,2635,1077.1,415.9,2.4,Highland County
,25053,818.2,315.9,30.6,Isle of Wight County
,34859,370.1,142.9,94.2,James City County
,6289,819.2,316.3,7.7,King and Queen County
,13527,466.2,180.0,29.0,King George County
,10913,713.4,275.4,15.3,King William County
,10896,344.9,133.2,31.6,Lancaster County
,24496,1132.2,437.2,21.6,Lee County
,86129,1346.6,519.9,64.0,Loudoun County
,20325,1288.5,497.5,15.8,Louisa County
,11419,1118.3,431.8,10.2,Lunenburg County
,11949,832.6,321.5,14.4,Madison County
,8348,221.9,85.7,37.6,Mathews County
,29241,1616.1,624.0,18.1,Mecklenburg County
,8653,337.5,130.3,25.6,Middlesex County
,73913,1005.5,388.2,73.5,Montgomery County
,12778,1223.5,472.4,10.4,Nelson County
,10445,543.5,209.8,19.2,New Kent County
,13061,537.1,207.4,24.3,Northampton County
,10524,498.1,192.3,21.1,Northumberland County
,14993,815.2,314.7,18.4,Nottoway County
,21421,885.1,341.7,24.2,Orange County
,21690,805.9,311.1,26.9,Page County
,17473,1251.4,483.2,14.0,Patrick County
,55655,2514.5,970.9,22.1,Pittsylvania County
,15328,676.8,261.3,22.6,Powhatan County
,17320,913.8,352.8,19.0,Prince Edward County
,27394,687.9,265.6,39.8,Prince George County
,215686,876.5,338.4,246.1,Prince William County
,34496,830.3,320.6,41.5,Pulaski County
,6622,690.5,266.6,9.6,Rappahannock County
,7273,495.9,191.5,14.7,Richmond County
,79332,649.2,250.7,122.2,Roanoke County
,18350,1553.1,599.7,11.8,Rockbridge County
,57482,2204.6,851.2,26.1,Rockingham County
,28667,1229.4,474.7,23.3,Russell County
,23204,1389.8,536.6,16.7,Scott County
,31636,1326.7,512.2,23.8,Shenandoah County
,32370,1171.0,452.1,27.6,Smyth County
,17550,1554.7,600.3,11.3,Southampton County
,57403,1038.3,400.9,55.3,Spotsylvania County
,61236,699.3,270.0,87.6,Stafford County
,6145,722.9,279.1,8.5,Surry County
,10248,1271.1,490.8,8.1,Sussex County
,45960,1346.2,519.8,34.1,Tazewell County
,26142,553.5,213.7,47.2,Warren County
,45887,1461.3,564.2,31.4,Washington County
,15480,593.6,229.2,26.1,Westmoreland County
,39573,1044.7,403.4,37.9,Wise County
,25466,1199.8,463.3,21.2,Wythe County
,42422,273.5,105.6,155.1,York County
,111183,39.6,15.3,2811.1,Alexandria city
,6073,17.7,6.8,342.6,Bedford city
,18426,30.0,11.6,613.6,Bristol city
,6406,17.7,6.8,362.2,Buena Vista city
,40341,26.6,10.3,1518.1,Charlottesville city
,151976,882.4,340.7,172.2,Chesapeake city
,4679,8.0,3.1,584.4,Clifton Forge city
,16064,19.3,7.5,831.2,Colonial Heights city
,6991,11.5,4.4,608.4,Covington city
,53056,111.5,43.1,475.7,Danville city
,5306,17.8,6.9,297.4,Emporia city
,19622,16.0,6.2,1229.1,Fairfax city
,9578,5.2,2.0,1853.3,Falls Church city
,7864,19.9,7.7,395.5,Franklin city
,19027,27.2,10.5,698.6,Fredericksburg city
,6670,20.9,8.1,319.2,Galax city
,133793,134.2,51.8,996.9,Hampton city
,30707,45.5,17.6,675.0,Harrisonburg city
,23101,26.5,10.2,870.4,Hopewell city
,6959,6.5,2.5,1077.4,Lexington city
,66049,127.9,49.4,516.2,Lynchburg city
,27957,25.9,10.0,1078.3,Manassas city
,6734,4.7,1.8,1419.5,Manassas Park city
,16162,28.4,11.0,569.5,Martinsville city
,170045,177.0,68.3,960.7,Newport News city
,261229,139.2,53.8,1876.2,Norfolk city
,4247,18.8,7.3,225.7,Norton city
,38386,59.3,22.9,647.8,Petersburg city
,11005,40.2,15.5,273.8,Poquoson city
,103907,85.8,33.1,1210.4,Portsmouth city
,15940,25.4,9.8,626.9,Radford city
,203056,155.7,60.1,1303.9,Richmond city
,96397,111.1,42.9,867.5,Roanoke city
,23756,37.7,14.6,630.3,Salem city
,6997,14.3,5.5,487.7,South Boston city
,24461,51.2,19.8,477.9,Staunton city
,52141,1036.2,400.1,50.3,Suffolk city
,393069,643.2,248.3,611.2,Virginia Beach city
,18549,36.4,14.0,509.9,Waynesboro city
,11530,22.3,8.6,517.1,Williamsburg city
,21947,24.2,9.3,908.0,Winchester city
,4866692,172445.4,66581.2,28.2,Washington
,13603,4985.7,1925.0,2.7,Adams County
,17605,1647.0,635.9,10.7,Asotin County
,112560,4411.1,1703.1,25.5,Benton County
,52250,7567.0,2921.6,6.9,Chelan County
,56464,4520.0,1745.2,12.5,Clallam County
,238053,1626.2,627.9,146.4,Clark County
,4024,2250.2,868.8,1.8,Columbia County
,82119,2949.3,1138.7,27.8,Cowlitz County
,26205,4715.3,1820.6,5.6,Douglas County
,6295,5708.3,2204.0,1.1,Ferry County
,37473,3217.3,1242.2,11.6,Franklin County
,2248,1840.3,710.5,1.2,Garfield County
,54758,6931.8,2676.4,7.9,Grant County
,64175,4965.7,1917.3,12.9,Grays Harbor County
,60195,540.3,208.6,111.4,Island County
,20146,4684.8,1808.8,4.3,Jefferson County
,1507319,5506.6,2126.1,273.7,King County
,189731,1025.6,396.0,185.0,Kitsap County
,26725,5948.3,2296.7,4.5,Kittitas County
,16616,4849.7,1872.5,3.4,Klickitat County
,59358,6236.2,2407.8,9.5,Lewis County
,8864,5986.1,2311.2,1.5,Lincoln County
,38341,2489.3,961.1,15.4,Mason County
,33350,13644.8,5268.3,2.4,Okanogan County
,18882,2524.1,974.6,7.5,Pacific County
,8915,3627.2,1400.5,2.5,Pend Oreille County
,586203,4339.7,1675.5,135.1,Pierce County
,10035,453.1,174.9,22.1,San Juan County
,79555,4494.4,1735.3,17.7,Skagit County
,8289,4290.4,1656.5,1.9,Skamania County
,465642,5413.6,2090.2,86.0,Snohomish County
,361364,4568.3,1763.8,79.1,Spokane County
,30948,6418.9,2478.3,4.8,Stevens County
,161238,1883.1,727.1,85.6,Thurston County
,3327,684.4,264.3,4.9,Wahkiakum County
,48439,3290.5,1270.5,14.7,Walla Walla County
,127780,5490.9,2120.1,23.3,Whatcom County
,38775,5592.8,2159.4,6.9,Whitman County
,188823,11126.9,4296.1,17.0,Yakima County
,1793477,62384.2,24086.6,28.7,West Virginia
,15699,882.7,340.8,17.8,Barbour County
,59253,831.8,321.2,71.2,Berkeley County
,25870,1302.8,503.0,19.9,Boone County
,12998,1330.0,513.5,9.8,Braxton County
,26992,230.1,88.9,117.3,Brooke County
,96827,729.4,281.6,132.8,Cabell County
,7885,726.8,280.6,10.8,Calhoun County
,9983,886.9,342.4,11.3,Clay County
,6994,830.0,320.5,8.4,Doddridge County
,47952,1719.7,664.0,27.9,Fayette County
,7669,880.8,340.1,8.7,Gilmer County
,10428,1236.1,477.2,8.4,Grant County
,34693,2645.2,1021.3,13.1,Greenbrier County
,16498,1662.2,641.8,9.9,Hampshire County
,35233,215.1,83.0,163.8,Hancock County
,10977,1511.1,583.4,7.3,Hardy County
,69371,1077.7,416.1,64.4,Harrison County
,25938,1206.4,465.8,21.5,Jackson County
,35926,542.8,209.6,66.2,Jefferson County
,207619,2339.2,903.2,88.8,Kanawha County
,17223,1007.1,388.8,17.1,Lewis County
,21382,1133.0,437.5,18.9,Lincoln County
,43032,1176.5,454.2,36.6,Logan County
,35233,1385.0,534.8,25.4,McDowell County
,57249,802.1,309.7,71.4,Marion County
,37356,795.2,307.0,47.0,Marshall County
,25178,1118.6,431.9,22.5,Mason County
,64980,1089.1,420.5,59.7,Mercer County
,26697,848.9,327.8,31.4,Mineral County
,33739,1094.6,422.6,30.8,Mingo County
,75509,935.5,361.2,80.7,Monongalia County
,12406,1226.1,473.4,10.1,Monroe County
,12128,593.2,229.0,20.4,Morgan County
,26775,1680.1,648.7,15.9,Nicholas County
,50871,275.0,106.2,185.0,Ohio County
,8054,1807.8,698.0,4.5,Pendleton County
,7546,338.6,130.7,22.3,Pleasants County
,9008,2435.5,940.3,3.7,Pocahontas County
,29037,1679.3,648.4,17.3,Preston County
,42835,896.8,346.3,47.8,Putnam County
,76819,1572.1,607.0,48.9,Raleigh County
,27803,2693.1,1039.8,10.3,Randolph County
,10233,1174.7,453.5,8.7,Ritchie County
,15120,1252.6,483.6,12.1,Roane County
,14204,935.5,361.2,15.2,Summers County
,15144,447.5,172.8,33.8,Taylor County
,7728,1084.9,418.9,7.1,Tucker County
,9796,667.1,257.6,14.7,Tyler County
,22867,918.9,354.8,24.9,Upshur County
,41636,1310.0,505.8,31.8,Wayne County
,10729,1440.4,556.1,7.4,Webster County
,19258,930.4,359.2,20.7,Wetzel County
,5192,603.5,233.0,8.6,Wirt County
,86915,951.4,367.4,91.4,Wood County
,28990,1297.3,500.9,22.3,Wyoming County
,4891769,140672.4,54313.7,34.8,Wisconsin
,15682,1677.8,647.8,9.3,Adams County
,16307,2703.7,1043.9,6.0,Ashland County
,40750,2234.9,862.9,18.2,Barron County
,14008,3823.9,1476.4,3.7,Bayfield County
,194594,1369.4,528.7,142.1,Brown County
,13584,1772.9,684.5,7.7,Buffalo County
,13084,2127.8,821.5,6.1,Burnett County
,34291,828.5,319.9,41.4,Calumet County
,52360,2617.1,1010.5,20.0,Chippewa County
,31647,3148.7,1215.7,10.1,Clark County
,45088,2004.3,773.9,22.5,Columbia County
,15940,1483.4,572.8,10.7,Crawford County
,367085,3113.6,1202.2,117.9,Dane County
,76559,2285.4,882.4,33.5,Dodge County
,25690,1250.3,482.7,20.5,Door County
,41758,3391.0,1309.3,12.3,Douglas County
,35909,2206.9,852.1,16.3,Dunn County
,85183,1651.5,637.7,51.6,Eau Claire County
,4590,1264.1,488.1,3.6,Florence County
,90083,1872.5,723.0,48.1,Fond du Lac County
,8776,2626.6,1014.1,3.3,Forest County
,49264,2973.1,1147.9,16.6,Grant County
,30339,1512.7,584.0,20.1,Green County
,18651,917.7,354.3,20.3,Green Lake County
,20150,1975.5,762.7,10.2,Iowa County
,6153,1961.4,757.3,3.1,Iron County
,16588,2557.1,987.3,6.5,Jackson County
,67783,1442.8,557.1,47.0,Jefferson County
,21650,1988.3,767.7,10.9,Juneau County
,128181,706.6,272.8,181.4,Kenosha County
,18878,887.5,342.7,21.3,Kewaunee County
,97904,1172.7,452.8,83.5,La Crosse County
,16076,1641.1,633.6,9.8,Lafayette County
,19505,2260.4,872.7,8.6,Langlade County
,26993,2287.1,883.0,11.8,Lincoln County
,80421,1532.1,591.6,52.5,Manitowoc County
,115400,4001.7,1545.1,28.8,Marathon County
,40548,3631.1,1402.0,11.2,Marinette County
,12321,1179.8,455.5,10.4,Marquette County
,3890,927.2,358.0,4.2,Menominee County
,959275,625.6,241.6,1533.2,Milwaukee County
,36633,2333.4,900.9,15.7,Monroe County
,30226,2585.1,998.1,11.7,Oconto County
,31679,2913.0,1124.7,10.9,Oneida County
,140510,1658.6,640.4,84.7,Outagamie County
,72831,600.8,232.0,121.2,Ozaukee County
,7107,601.7,232.3,11.8,Pepin County
,32765,1493.2,576.5,21.9,Pierce County
,34773,2375.9,917.3,14.6,Polk County
,61405,2088.5,806.4,29.4,Portage County
,15600,3244.5,1252.7,4.8,Price County
,175034,862.8,333.1,202.9,Racine County
,17521,1518.4,586.3,11.5,Richland County
,139510,1866.2,720.5,74.8,Rock County
,15079,2365.2,913.2,6.4,Rusk County
,50251,1869.9,722.0,26.9,St. Croix County
,46975,2169.7,837.7,21.7,Sauk County
,14181,3254.4,1256.5,4.4,Sawyer County
,37157,2311.8,892.6,16.1,Shawano County
,103877,1330.4,513.7,78.1,Sheboygan County
,18901,2525.1,975.0,7.5,Taylor County
,25263,1901.4,734.1,13.3,Trempealeau County
,25617,2058.9,795.0,12.4,Vernon County
,17707,2260.6,872.8,7.8,Vilas County
,75000,1438.5,555.4,52.1,Walworth County
,13772,2097.2,809.7,6.6,Washburn County
,95328,1115.9,430.8,85.4,Washington County
,304715,1439.0,555.6,211.8,Waukesha County
,46104,1945.4,751.1,23.7,Waupaca County
,19385,1621.6,626.1,12.0,Waushara County
,140320,1136.1,438.6,123.5,Winnebago County
,73605,2053.5,792.9,35.8,Wood County
,453588,251500.8,97104.6,1.8,Wyoming
,30797,11069.3,4273.8,2.8,Albany County
,10525,8125.2,3137.1,1.3,Big Horn County
,29370,12423.9,4796.9,2.4,Campbell County
,16659,20452.1,7896.6,0.8,Carbon County
,11128,11020.1,4254.9,1.0,Converse County
,5294,7404.0,2858.7,0.7,Crook County
,33662,23783.1,9182.7,1.4,Fremont County
,12373,5764.0,2225.5,2.1,Goshen County
,4809,5190.3,2004.0,0.9,Hot Springs County
,6145,10791.1,4166.4,0.6,Johnson County
,73142,6957.4,2686.2,10.5,Laramie County
,12625,10539.5,4069.3,1.2,Lincoln County
,61226,13830.7,5340.1,4.4,Natrona County
,2499,6801.1,2625.9,0.4,Niobrara County
,23178,17981.7,6942.7,1.3,Park County
,8145,5400.3,2085.0,1.5,Platte County
,23562,6535.7,2523.4,3.6,Sheridan County
,4843,12643.4,4881.6,0.4,Sublette County
,38823,27003.0,10425.9,1.4,Sweetwater County
,11172,10380.6,4007.9,1.1,Teton County
,18705,5391.7,2081.8,3.5,Uinta County
,8388,5802.0,2240.2,1.4,Washakie County
,6518,6210.6,2397.9,1.0,Weston County

