,Pop,Sq.Ki.,Sq.Mi.,Pop.per.Sq.Ki.,Name
,4040587,131443.1,50750.2,30.7,Alabama
,34222,1543.7,596.0,22.2,Autauga County
,98280,4135.0,1596.5,23.8,Baldwin County
,25417,2292.1,885.0,11.1,Barbour County
,16576,1611.9,622.4,10.3,Bibb County
,39248,1672.3,645.7,23.5,Blount County
,11042,1618.9,625.1,6.8,Bullock County
,21892,2012.3,776.9,10.9,Butler County
,116034,1576.0,608.5,73.6,Calhoun County
,36876,1547.3,597.4,23.8,Chambers County
,19543,1432.7,553.2,13.6,Cherokee County
,32458,1797.6,694.1,18.1,Chilton County
,16018,2366.2,913.6,6.8,Choctaw County
,27240,3207.7,1238.5,8.5,Clarke County
,13252,1567.3,605.1,8.5,Clay County
,12730,1450.9,560.2,8.8,Cleburne County
,40240,1759.1,679.2,22.9,Coffee County
,51666,1539.9,594.6,33.6,Colbert County
,14054,2203.8,850.9,6.4,Conecuh County
,11063,1690.0,652.5,6.5,Coosa County
,36478,2679.9,1034.7,13.6,Covington County
,13635,1578.9,609.6,8.6,Crenshaw County
,67613,1912.7,738.5,35.4,Cullman County
,49633,1453.3,561.1,34.2,Dale County
,48130,2540.3,980.8,18.9,Dallas County
,54651,2015.0,778.0,27.1,DeKalb County
,49210,1609.9,621.6,30.6,Elmore County
,35518,2454.0,947.5,14.5,Escambia County
,99840,1385.2,534.8,72.1,Etowah County
,17962,1626.0,627.8,11.0,Fayette County
,27814,1646.4,635.7,16.9,Franklin County
,23647,1492.8,576.4,15.8,Geneva County
,10153,1673.0,646.0,6.1,Greene County
,15498,1667.4,643.8,9.3,Hale County
,15374,1455.5,562.0,10.6,Henry County
,81331,1503.3,580.4,54.1,Houston County
,47796,2794.1,1078.8,17.1,Jackson County
,651525,2881.8,1112.7,226.1,Jefferson County
,15715,1566.7,604.9,10.0,Lamar County
,79661,1734.1,669.5,45.9,Lauderdale County
,31513,1796.0,693.4,17.5,Lawrence County
,87146,1576.8,608.8,55.3,Lee County
,54135,1471.4,568.1,36.8,Limestone County
,12658,1859.6,718.0,6.8,Lowndes County
,24928,1581.4,610.6,15.8,Macon County
,238912,2084.8,805.0,114.6,Madison County
,23084,2530.7,977.1,9.1,Marengo County
,29830,1920.4,741.5,15.5,Marion County
,70832,1468.8,567.1,48.2,Marshall County
,378643,3194.4,1233.4,118.5,Mobile County
,23968,2657.3,1026.0,9.0,Monroe County
,209085,2045.8,789.9,102.2,Montgomery County
,100043,1508.0,582.2,66.3,Morgan County
,12759,1863.6,719.5,6.8,Perry County
,20699,2283.0,881.5,9.1,Pickens County
,27595,1738.1,671.1,15.9,Pike County
,19881,1505.0,581.1,13.2,Randolph County
,46860,1660.5,641.1,28.2,Russell County
,50009,1642.0,634.0,30.5,St. Clair County
,99358,2058.8,794.9,48.3,Shelby County
,16174,2343.9,905.0,6.9,Sumter County
,74107,1915.6,739.6,38.7,Talladega County
,38826,1859.7,718.0,20.9,Tallapoosa County
,150522,3432.4,1325.3,43.9,Tuscaloosa County
,67670,2057.6,794.5,32.9,Walker County
,16694,2799.1,1080.7,6.0,Washington County
,13568,2301.9,888.8,5.9,Wilcox County
,22053,1591.5,614.5,13.9,Winston County
,500043 1477267.5,570373.6,0.4,Alaska
,2464,18090.5,6984.8,0.1,Aleutians East Borough
,9478,11401.5,4402.1,0.8,Aleutians West Census Area
,226338,4396.9,1697.6,51.5,Anchorage Borough
,13656,106416.4,41087.4,0.1,Bethel Census Area
,1410,1344.8,519.2,1.0,Bristol Bay Borough
,4012,47829.3,18466.9,0.1,Dillingham Census Area
,77720,19068.7,7362.4,4.1,Fairbanks North Star Borough
,2117,6104.6,2357.0,0.3,Haines Borough
,26751,6717.3,2593.6,4.0,Juneau Borough
,40802,41644.4,16078.9,1.0,Kenai Peninsula Borough
,13828,3158.9,1219.6,4.4,Ketchikan Gateway Borough
,13309,16738.1,6462.6,0.8,Kodiak Island Borough
,1668,61207.7,23632.3,0.0,Lake and Peninsula Borough
,39683,63956.5,24693.6,0.6,Matanuska-Susitna Borough
,8288,59602.5,23012.6,0.1,Nome Census Area
,5979,227558.7,87860.5,0.0,North Slope Borough
,6113,92883.8,35862.5,0.1,Northwest Arctic Borough
,6278,18970.4,7324.5,0.3,Prince of Wales-Outer Ketchikan Census Area
,8588,7463.0,2881.5,1.2,Sitka Borough
,4385,33360.8,12880.6,0.1,Skagway-Yakutat-Angoon Census Area
,5913,67324.7,25994.1,0.1,Southeast Fairbanks Census Area
,9952,95688.5,36945.4,0.1,Valdez-Cordova Census Area
,5791,44351.4,17124.1,0.1,Wade Hampton Census Area
,7042,15044.1,5808.5,0.5,Wrangell-Petersburg Census Area
,8478,406944.1,157121.3,0.0,Yukon-Koyukuk Census Area
,3665228,294333.4,113642.2,12.5,Arizona
,61591,29022.7,11205.7,2.1,Apache County
,97624,15980.3,6170.0,6.1,Cochise County
,96591,48223.5,18619.1,2.0,Coconino County
,40216,12349.3,4768.1,3.3,Gila County
,26554,11990.8,4629.6,2.2,Graham County
,8008,4784.1,1847.1,1.7,Greenlee County
,13844,11653.9,4499.6,1.2,La Paz County
,2122101,23838.5,9204.0,89.0,Maricopa County
,93497,34479.2,13312.4,2.7,Mohave County
,77658,25780.3,9953.8,3.0,Navajo County
,666880,23794.3,9187.0,28.0,Pima County
,116379,13908.3,5370.0,8.4,Pinal County
,29676,3205.8,1237.7,9.3,Santa Cruz County
,107714,21040.0,8123.5,5.1,Yavapai County
,106895,14282.4,5514.4,7.5,Yuma County
,2350725,134875.1,52075.3,17.4,Arkansas
,21653,2560.3,988.5,8.5,Arkansas County
,24319,2386.3,921.4,10.2,Ashley County
,31186,1435.9,554.4,21.7,Baxter County
,97499,2184.2,843.3,44.6,Benton County
,28297,1531.3,591.2,18.5,Boone County
,11793,1685.3,650.7,7.0,Bradley County
,5826,1627.4,628.3,3.6,Calhoun County
,18654,1641.5,633.8,11.4,Carroll County
,15713,1668.1,644.1,9.4,Chicot County
,21437,2241.7,865.5,9.6,Clark County
,18107,1655.9,639.3,10.9,Clay County
,19411,1432.5,553.1,13.6,Cleburne County
,7781,1548.2,597.8,5.0,Cleveland County
,25691,1984.4,766.2,12.9,Columbia County
,19151,1440.6,556.2,13.3,Conway County
,68956,1841.0,710.8,37.5,Craighead County
,42493,1542.3,595.5,27.6,Crawford County
,49939,1581.2,610.5,31.6,Crittenden County
,19225,1595.2,615.9,12.1,Cross County
,9614,1728.7,667.5,5.6,Dallas County
,16798,1981.4,765.0,8.5,Desha County
,17369,2145.1,828.2,8.1,Drew County
,60006,1676.7,647.4,35.8,Faulkner County
,14897,1578.9,609.6,9.4,Franklin County
,10037,1601.2,618.2,6.3,Fulton County
,73397,1756.2,678.1,41.8,Garland County
,13948,1636.4,631.8,8.5,Grant County
,31804,1495.9,577.6,21.3,Greene County
,21621,1887.7,728.8,11.5,Hempstead County
,26115,1592.8,615.0,16.4,Hot Spring County
,13569,1521.5,587.5,8.9,Howard County
,31192,1978.4,763.8,15.8,Independence County
,11364,1504.1,580.7,7.6,Izard County
,18944,1641.0,633.6,11.5,Jackson County
,85487,2291.6,884.8,37.3,Jefferson County
,18221,1715.1,662.2,10.6,Johnson County
,9643,1363.7,526.5,7.1,Lafayette County
,17457,1519.3,586.6,11.5,Lawrence County
,13053,1558.4,601.7,8.4,Lee County
,13690,1453.6,561.2,9.4,Lincoln County
,13966,1377.3,531.8,10.1,Little River County
,20557,1838.7,709.9,11.2,Logan County
,39268,1982.6,765.5,19.8,Lonoke County
,11618,2167.7,837.0,5.4,Madison County
,12001,1548.1,597.7,7.8,Marion County
,38467,1616.3,624.1,23.8,Miller County
,57525,2326.6,898.3,24.7,Mississippi County
,11333,1571.4,606.7,7.2,Monroe County
,7841,2022.7,781.0,3.9,Montgomery County
,10101,1605.8,620.0,6.3,Nevada County
,7666,2131.6,823.0,3.6,Newton County
,30574,1897.2,732.5,16.1,Ouachita County
,7969,1427.0,551.0,5.6,Perry County
,28838,1794.2,692.7,16.1,Phillips County
,10086,1561.9,603.1,6.5,Pike County
,24664,1962.7,757.8,12.6,Poinsett County
,17347,2226.0,859.5,7.8,Polk County
,45883,2103.0,812.0,21.8,Pope County
,9518,1673.1,646.0,5.7,Prairie County
,349660,1996.8,771.0,175.1,Pulaski County
,16558,1688.3,651.9,9.8,Randolph County
,28497,1641.8,633.9,17.4,St. Francis County
,64183,1877.1,724.8,34.2,Saline County
,10205,2315.3,893.9,4.4,Scott County
,7841,1728.0,667.2,4.5,Searcy County
,99590,1389.2,536.4,71.7,Sebastian County
,13637,1460.7,564.0,9.3,Sevier County
,14109,1565.4,604.4,9.0,Sharp County
,9775,1571.2,606.6,6.2,Stone County
,46719,2691.0,1039.0,17.4,Union County
,14008,1842.9,711.6,7.6,Van Buren County
,113409,2461.1,950.2,46.1,Washington County
,54676,2678.4,1034.1,20.4,White County
,9520,1519.3,586.6,6.3,Woodruff County
,17759,2403.2,927.9,7.4,Yell County
,29760021,403970.7,155973.2,73.7,California
,1279182,1910.1,737.5,669.7,Alameda County
,1113,1913.1,738.7,0.6,Alpine County
,30039,1534.7,592.6,19.6,Amador County
,182120,4246.6,1639.6,42.9,Butte County
,31998,2642.3,1020.2,12.1,Calaveras County
,16275,2980.5,1150.8,5.5,Colusa County
,803732,1865.5,720.3,430.8,Contra Costa County
,23460,2610.4,1007.9,9.0,Del Norte County
,125995,4432.8,1711.5,28.4,El Dorado County
,667490,15444.7,5963.2,43.2,Fresno County
,24798,3405.5,1314.9,7.3,Glenn County
,119118,9253.5,3572.8,12.9,Humboldt County
,109303,10813.4,4175.1,10.1,Imperial County
,18281,26397.5,10192.1,0.7,Inyo County
,543477,21086.8,8141.6,25.8,Kern County
,101469,3598.8,1389.5,28.2,Kings County
,50631,3259.4,1258.5,15.5,Lake County
,27598,11803.9,4557.5,2.3,Lassen County
,8863164,10515.3,4060.0,842.9,Los Angeles County
,88090,5538.5,2138.4,15.9,Madera County
,230096,1346.2,519.8,170.9,Marin County
,14302,3758.6,1451.2,3.8,Mariposa County
,80345,9089.0,3509.3,8.8,Mendocino County
,178403,4995.8,1928.9,35.7,Merced County
,9678,10215.9,3944.4,0.9,Modoc County
,9956,7885.2,3044.5,1.3,Mono County
,355660,8603.8,3321.9,41.3,Monterey County
,110765,1952.5,753.9,56.7,Napa County
,78510,2480.3,957.7,31.7,Nevada County
,2410556,2045.3,789.7,1178.6,Orange County
,172796,3637.4,1404.4,47.5,Placer County
,19739,6614.8,2554.0,3.0,Plumas County
,1170413,18669.1,7208.2,62.7,Riverside County
,1041219,2501.1,965.7,416.3,Sacramento County
,36697,3597.9,1389.1,10.2,San Benito County
,1418380,51961.2,20062.2,27.3,San Bernardino County
,2498016,10889.6,4204.5,229.4,San Diego County
,723959,121.0,46.7,5985.4,San Francisco County
,480628,3624.1,1399.3,132.6,San Joaquin County
,217162,8558.7,3304.5,25.4,San Luis Obispo County
,649623,1163.2,449.1,558.5,San Mateo County
,369608,7092.6,2738.5,52.1,Santa Barbara County
,1497577,3344.3,1291.2,447.8,Santa Clara County
,229734,1154.3,445.7,199.0,Santa Cruz County
,147036,9804.8,3785.7,15.0,Shasta County
,3318,2469.4,953.4,1.3,Sierra County
,43531,16284.0,6287.3,2.7,Siskiyou County
,340421,2145.0,828.2,158.7,Solano County
,388222,4082.4,1576.2,95.1,Sonoma County
,370522,3870.9,1494.6,95.7,Stanislaus County
,64415,1561.0,602.7,41.3,Sutter County
,49625,7643.2,2951.0,6.5,Tehama County
,13063,8233.3,3178.9,1.6,Trinity County
,311921,12495.0,4824.3,25.0,Tulare County
,48456,5790.3,2235.6,8.4,Tuolumne County
,669016,4781.0,1845.9,139.9,Ventura County
,141092,2622.2,1012.4,53.8,Yolo County
,58228,1632.9,630.5,35.7,Yuba County
,3294394,268657.7,103728.8,12.3,Colorado
,265038,3087.3,1192.0,85.8,Adams County
,13617,1872.0,722.8,7.3,Alamosa County
,391511,2080.2,803.2,188.2,Arapahoe County
,5345,3494.9,1349.4,1.5,Archuleta County
,4556,6619.7,2555.9,0.7,Baca County
,5048,3921.3,1514.0,1.3,Bent County
,225339,1923.0,742.5,117.2,Boulder County
,12684,2625.0,1013.5,4.8,Chaffee County
,2397,4614.0,1781.5,0.5,Cheyenne County
,7619,1024.2,395.5,7.4,Clear Creek County
,7453,3334.2,1287.3,2.2,Conejos County
,3190,3177.9,1227.0,1.0,Costilla County
,3946,2043.6,789.0,1.9,Crowley County
,1926,1913.8,738.9,1.0,Custer County
,20980,2958.3,1142.2,7.1,Delta County
,467610,397.0,153.3,1177.9,Denver County
,1504,2763.6,1067.0,0.5,Dolores County
,60391,2176.0,840.2,27.8,Douglas County
,21928,4371.8,1688.0,5.0,Eagle County
,9646,4793.8,1850.9,2.0,Elbert County
,397014,5508.1,2126.7,72.1,El Paso County
,32273,3970.6,1533.0,8.1,Fremont County
,29974,7634.0,2947.5,3.9,Garfield County
,3070,388.2,149.9,7.9,Gilpin County
,7966,4790.9,1849.8,1.7,Grand County
,10273,8389.5,3239.2,1.2,Gunnison County
,467,2895.0,1117.8,0.2,Hinsdale County
,6009,4120.3,1590.9,1.5,Huerfano County
,1605,4178.5,1613.3,0.4,Jackson County
,438430,2000.1,772.2,219.2,Jefferson County
,1688,4587.2,1771.1,0.4,Kiowa County
,7140,5597.0,2161.0,1.3,Kit Carson County
,6007,976.2,376.9,6.2,Lake County
,32284,4382.5,1692.1,7.4,La Plata County
,186136,6737.7,2601.4,27.6,Larimer County
,13765,12362.0,4773.0,1.1,Las Animas County
,4529,6698.4,2586.3,0.7,Lincoln County
,17567,4762.0,1838.6,3.7,Logan County
,93145,8619.3,3327.9,10.8,Mesa County
,558,2268.4,875.8,0.2,Mineral County
,11357,12283.1,4742.5,0.9,Moffat County
,18672,5275.7,2036.9,3.5,Montezuma County
,24423,5803.5,2240.7,4.2,Montrose County
,21939,3329.3,1285.5,6.6,Morgan County
,20185,3271.0,1262.9,6.2,Otero County
,2295,1404.0,542.1,1.6,Ouray County
,7174,5700.1,2200.8,1.3,Park County
,4189,1781.0,687.7,2.4,Phillips County
,12661,2512.8,970.2,5.0,Pitkin County
,13347,4248.9,1640.5,3.1,Prowers County
,123051,6187.0,2388.8,19.9,Pueblo County
,5972,8342.8,3221.2,0.7,Rio Blanco County
,10770,2363.6,912.6,4.6,Rio Grande County
,14088,6117.0,2361.8,2.3,Routt County
,4619,8206.8,3168.7,0.6,Saguache County
,745,1003.5,387.5,0.7,San Juan County
,3653,3332.1,1286.5,1.1,San Miguel County
,2690,1420.0,548.3,1.9,Sedgwick County
,12881,1575.3,608.2,8.2,Summit County
,12468,1442.9,557.1,8.6,Teller County
,4812,6529.8,2521.2,0.7,Washington County
,131821,10341.3,3992.8,12.7,Weld County
,8954,6128.3,2366.1,1.5,Yuma County
,3287116,12549.6,4845.4,261.9,Connecticut
,827645,1621.0,625.9,510.6,Fairfield County
,851783,1904.9,735.5,447.1,Hartford County
,174092,2382.8,920.0,73.1,Litchfield County
,143196,956.4,369.3,149.7,Middlesex County
,804219,1569.0,605.8,512.6,New Haven County
,254957,1725.1,666.1,147.8,New London County
,128699,1062.1,410.1,121.2,Tolland County
,102525,1328.2,512.8,77.2,Windham County
,666168,5062.5,1954.6,131.6,Delaware
,110993,1529.8,590.7,72.6,Kent County
,441946,1104.1,426.3,400.3,New Castle County
,113229,2428.5,937.7,46.6,Sussex County
,606900,159.1,61.4,3815.7,District of Columbia
,606900,159.1,61.4,3815.7,District of Columbia
,12937926,139853.0,53997.3,92.5,Florida
,181596,2264.4,874.3,80.2,Alachua County
,18486,1515.8,585.2,12.2,Baker County
,126994,1978.1,763.7,64.2,Bay County
,22515,759.3,293.2,29.7,Bradford County
,398978,2637.9,1018.5,151.2,Brevard County
,1255488,3131.0,1208.9,401.0,Broward County
,11011,1469.5,567.4,7.5,Calhoun County
,110975,1796.6,693.7,61.8,Charlotte County
,93515,1511.5,583.6,61.9,Citrus County
,105986,1557.0,601.1,68.1,Clay County
,152099,5245.9,2025.5,29.0,Collier County
,42613,2064.6,797.2,20.6,Columbia County
,1937094,5036.7,1944.7,384.6,Dade County
,23865,1650.7,637.3,14.5,DeSoto County
,10585,1823.5,704.1,5.8,Dixie County
,672971,2004.3,773.9,335.8,Duval County
,262798,1718.8,663.6,152.9,Escambia County
,28701,1256.2,485.0,22.8,Flagler County
,8967,1383.0,534.0,6.5,Franklin County
,41105,1336.9,516.2,30.7,Gadsden County
,9667,903.6,348.9,10.7,Gilchrist County
,7591,2003.4,773.5,3.8,Glades County
,11504,1463.5,565.1,7.9,Gulf County
,10930,1333.5,514.9,8.2,Hamilton County
,19499,1650.8,637.4,11.8,Hardee County
,25773,2985.5,1152.7,8.6,Hendry County
,101115,1238.8,478.3,81.6,Hernando County
,68432,2663.8,1028.5,25.7,Highlands County
,834054,2722.1,1051.0,306.4,Hillsborough County
,15778,1249.8,482.5,12.6,Holmes County
,90208,1303.4,503.2,69.2,Indian River County
,41375,2371.9,915.8,17.4,Jackson County
,11296,1548.3,597.8,7.3,Jefferson County
,5578,1405.9,542.8,4.0,Lafayette County
,152104,2468.5,953.1,61.6,Lake County
,335113,2081.3,803.6,161.0,Lee County
,192493,1727.0,666.8,111.5,Leon County
,25923,2896.8,1118.4,8.9,Levy County
,5569,2165.1,835.9,2.6,Liberty County
,16569,1792.2,692.0,9.2,Madison County
,211707,1919.7,741.2,110.3,Manatee County
,194833,4089.6,1579.0,47.6,Marion County
,100900,1439.2,555.7,70.1,Martin County
,78024,2582.9,997.3,30.2,Monroe County
,43941,1687.7,651.6,26.0,Nassau County
,143776,2423.7,935.8,59.3,Okaloosa County
,29627,2005.5,774.3,14.8,Okeechobee County
,677491,2350.8,907.6,288.2,Orange County
,107728,3424.0,1322.0,31.5,Osceola County
,863518,5268.9,2034.3,163.9,Palm Beach County
,281131,1929.5,745.0,145.7,Pasco County
,851659,725.6,280.2,1173.7,Pinellas County
,405382,4856.1,1874.9,83.5,Polk County
,65070,1870.4,722.2,34.8,Putnam County
,83829,1577.4,609.0,53.1,St. Johns County
,150171,1482.8,572.5,101.3,St. Lucie County
,81608,2631.0,1015.8,31.0,Santa Rosa County
,277776,1480.8,571.8,187.6,Sarasota County
,287529,798.3,308.2,360.2,Seminole County
,31577,1413.3,545.7,22.3,Sumter County
,26780,1781.1,687.7,15.0,Suwannee County
,17111,2698.6,1041.9,6.3,Taylor County
,10252,622.4,240.3,16.5,Union County
,370712,2864.2,1105.9,129.4,Volusia County
,14202,1571.3,606.7,9.0,Wakulla County
,27760,2739.4,1057.7,10.1,Walton County
,16919,1501.9,579.9,11.3,Washington County
,6478216,150009.5,57918.7,43.2,Georgia
,15744,1317.7,508.8,11.9,Appling County
,6213,875.7,338.1,7.1,Atkinson County
,9566,738.1,285.0,13.0,Bacon County
,3615,889.0,343.2,4.1,Baker County
,39530,669.5,258.5,59.0,Baldwin County
,10308,605.2,233.7,17.0,Banks County
,29721,420.2,162.2,70.7,Barrow County
,55911,1191.1,459.9,46.9,Bartow County
,16245,652.3,251.8,24.9,Ben Hill County
,14153,1171.9,452.5,12.1,Berrien County
,149967,647.5,250.0,231.6,Bibb County
,10430,563.1,217.4,18.5,Bleckley County
,11077,1151.1,444.4,9.6,Brantley County
,15398,1278.7,493.7,12.0,Brooks County
,15438,1144.1,441.8,13.5,Bryan County
,43125,1767.9,682.6,24.4,Bulloch County
,20579,2151.1,830.6,9.6,Burke County
,15326,483.3,186.6,31.7,Butts County
,5013,725.7,280.2,6.9,Calhoun County
,30167,1631.6,629.9,18.5,Camden County
,7744,639.7,247.0,12.1,Candler County
,71422,1293.1,499.3,55.2,Carroll County
,42464,420.2,162.2,101.1,Catoosa County
,8496,2022.3,780.8,4.2,Charlton County
,216935,1140.6,440.4,190.2,Chatham County
,16934,644.4,248.8,26.3,Chattahoochee County
,22242,812.6,313.8,27.4,Chattooga County
,90204,1097.5,423.7,82.2,Cherokee County
,87594,313.0,120.8,279.9,Clarke County
,3364,505.6,195.2,6.7,Clay County
,182052,369.5,142.6,492.8,Clayton County
,6160,2096.2,809.4,2.9,Clinch County
,447745,881.2,340.2,508.1,Cobb County
,29592,1551.7,599.1,19.1,Coffee County
,36645,1430.5,552.3,25.6,Colquitt County
,66031,751.2,290.0,87.9,Columbia County
,13456,593.4,229.1,22.7,Cook County
,53853,1147.5,443.1,46.9,Coweta County
,8991,842.1,325.1,10.7,Crawford County
,20011,709.2,273.8,28.2,Crisp County
,13147,450.5,173.9,29.2,Dade County
,9429,546.6,211.0,17.2,Dawson County
,25511,1545.8,596.8,16.5,Decatur County
,545837,694.9,268.3,785.5,De Kalb County
,17607,1296.7,500.6,13.6,Dodge County
,9901,1017.8,393.0,9.7,Dooly County
,96311,853.9,329.7,112.8,Dougherty County
,71120,516.2,199.3,137.8,Douglas County
,11854,1324.2,511.3,9.0,Early County
,2334,1046.8,404.2,2.2,Echols County
,25687,1241.9,479.5,20.7,Effingham County
,18949,955.2,368.8,19.8,Elbert County
,20546,1776.6,686.0,11.6,Emanuel County
,8724,479.2,185.0,18.2,Evans County
,15992,999.1,385.8,16.0,Fannin County
,62415,511.3,197.4,122.1,Fayette County
,81251,1329.4,513.3,61.1,Floyd County
,44083,584.8,225.8,75.4,Forsyth County
,16650,682.0,263.3,24.4,Franklin County
,648951,1369.3,528.7,473.9,Fulton County
,13368,1105.2,426.7,12.1,Gilmer County
,2357,373.5,144.2,6.3,Glascock County
,62496,1094.0,422.4,57.1,Glynn County
,35072,919.8,355.2,38.1,Gordon County
,20279,1186.6,458.2,17.1,Grady County
,11793,1005.9,388.4,11.7,Greene County
,352910,1121.1,432.9,314.8,Gwinnett County
,27621,720.6,278.2,38.3,Habersham County
,95428,1019.6,393.7,93.6,Hall County
,8908,1225.9,473.3,7.3,Hancock County
,21966,730.8,282.2,30.1,Haralson County
,17788,1201.1,463.8,14.8,Harris County
,19712,601.5,232.2,32.8,Hart County
,8628,766.8,296.1,11.3,Heard County
,58741,835.8,322.7,70.3,Henry County
,89208,975.9,376.8,91.4,Houston County
,8649,924.2,356.8,9.4,Irwin County
,30005,886.8,342.4,33.8,Jackson County
,8453,959.5,370.5,8.8,Jasper County
,12032,863.5,333.4,13.9,Jeff Davis County
,17408,1366.7,527.7,12.7,Jefferson County
,8247,906.1,349.8,9.1,Jenkins County
,8329,788.5,304.4,10.6,Johnson County
,20739,1019.9,393.8,20.3,Jones County
,13038,478.7,184.8,27.2,Lamar County
,5531,483.9,186.8,11.4,Lanier County
,39988,2104.7,812.6,19.0,Laurens County
,16250,921.5,355.8,17.6,Lee County
,52745,1344.5,519.1,39.2,Liberty County
,7442,546.8,211.1,13.6,Lincoln County
,6202,1038.7,401.0,6.0,Long County
,75981,1306.0,504.3,58.2,Lowndes County
,14573,736.8,284.5,19.8,Lumpkin County
,20119,672.9,259.8,29.9,McDuffie County
,8634,1122.7,433.5,7.7,McIntosh County
,13114,1044.6,403.3,12.6,Macon County
,21050,736.7,284.4,28.6,Madison County
,5590,950.7,367.1,5.9,Marion County
,22411,1303.7,503.4,17.2,Meriwether County
,6280,733.1,283.1,8.6,Miller County
,20275,1326.2,512.0,15.3,Mitchell County
,17113,1024.8,395.7,16.7,Monroe County
,7163,635.5,245.3,11.3,Montgomery County
,12883,905.6,349.7,14.2,Morgan County
,26147,892.1,344.4,29.3,Murray County
,179278,560.2,216.3,320.0,Muscogee County
,41808,716.0,276.4,58.4,Newton County
,17618,481.1,185.8,36.6,Oconee County
,9763,1142.6,441.1,8.5,Oglethorpe County
,41611,812.1,313.6,51.2,Paulding County
,21189,391.3,151.1,54.1,Peach County
,14432,601.3,232.1,24.0,Pickens County
,13328,888.4,343.0,15.0,Pierce County
,10224,565.8,218.4,18.1,Pike County
,33815,805.9,311.2,42.0,Polk County
,8108,640.8,247.4,12.7,Pulaski County
,14137,892.3,344.5,15.8,Putnam County
,2209,392.5,151.6,5.6,Quitman County
,11648,961.1,371.1,12.1,Rabun County
,8023,1111.8,429.3,7.2,Randolph County
,189719,839.3,324.1,226.0,Richmond County
,54091,338.5,130.7,159.8,Rockdale County
,3588,434.1,167.6,8.3,Schley County
,13842,1679.7,648.5,8.2,Screven County
,9010,616.6,238.1,14.6,Seminole County
,54457,512.8,198.0,106.2,Spalding County
,23257,464.3,179.3,50.1,Stephens County
,5654,1188.1,458.7,4.8,Stewart County
,30228,1257.0,485.3,24.0,Sumter County
,6524,1018.5,393.2,6.4,Talbot County
,1915,506.1,195.4,3.8,Taliaferro County
,17722,1252.9,483.7,14.1,Tattnall County
,7642,977.7,377.5,7.8,Taylor County
,11000,1142.6,441.2,9.6,Telfair County
,10653,868.9,335.5,12.3,Terrell County
,38986,1420.5,548.4,27.4,Thomas County
,34998,686.7,265.1,51.0,Tift County
,24072,949.8,366.7,25.3,Toombs County
,6754,431.3,166.5,15.7,Towns County
,5994,519.9,200.7,11.5,Treutlen County
,55536,1072.1,413.9,51.8,Troup County
,8703,741.0,286.1,11.7,Turner County
,9806,933.4,360.4,10.5,Twiggs County
,11993,835.8,322.7,14.3,Union County
,26300,843.1,325.5,31.2,Upson County
,58340,1155.9,446.3,50.5,Walker County
,38586,852.8,329.3,45.2,Walton County
,35471,2337.7,902.6,15.2,Ware County
,6078,739.6,285.5,8.2,Warren County
,19112,1762.4,680.5,10.8,Washington County
,22356,1669.9,644.7,13.4,Wayne County
,2263,542.7,209.6,4.2,Webster County
,4903,771.1,297.7,6.4,Wheeler County
,13006,625.8,241.6,20.8,White County
,72462,751.1,290.0,96.5,Whitfield County
,7008,985.2,380.4,7.1,Wilcox County
,10597,1220.9,471.4,8.7,Wilkes County
,10228,1156.7,446.6,8.8,Wilkinson County
,19745,1475.8,569.8,13.4,Worth County
,1108229,16636.5,6423.4,66.6,Hawaii
,120317,10433.1,4028.2,11.5,Hawaii County
,836231,1554.5,600.2,538.0,Honolulu County
,130,34.2,13.2,3.8,Kalawao County
,51177,1612.2,622.5,31.7,Kauai County
,100374,3002.5,1159.3,33.4,Maui County
,1006749,214325.0,82751.0,4.7,Idaho
,205775,2732.6,1055.0,75.3,Ada County
,3254,3534.5,1364.7,0.9,Adams County
,66026,2883.2,1113.2,22.9,Bannock County
,6084,2516.0,971.4,2.4,Bear Lake County
,7937,2009.9,776.0,3.9,Benewah County
,37583,5425.6,2094.8,6.9,Bingham County
,13552,6850.3,2644.9,2.0,Blaine County
,3509,4927.5,1902.5,0.7,Boise County
,26622,4500.4,1737.6,5.9,Bonner County
,72207,4839.6,1868.6,14.9,Bonneville County
,8332,3286.2,1268.8,2.5,Boundary County
,2918,5783.3,2232.9,0.5,Butte County
,727,2784.3,1075.0,0.3,Camas County
,90076,1527.5,589.8,59.0,Canyon County
,6963,4574.2,1766.1,1.5,Caribou County
,19532,6647.5,2566.6,2.9,Cassia County
,762,4570.6,1764.7,0.2,Clark County
,8505,6375.4,2461.6,1.3,Clearwater County
,4133,12757.3,4925.6,0.3,Custer County
,21205,7971.4,3077.8,2.7,Elmore County
,9232,1723.6,665.5,5.4,Franklin County
,10937,4835.1,1866.8,2.3,Fremont County
,11844,1457.1,562.6,8.1,Gem County
,11633,1892.9,730.8,6.1,Gooding County
,13783,21976.6,8485.2,0.6,Idaho County
,16543,2836.4,1095.1,5.8,Jefferson County
,15138,1553.7,599.9,9.7,Jerome County
,69795,3225.1,1245.2,21.6,Kootenai County
,30617,2788.7,1076.7,11.0,Latah County
,6899,11821.6,4564.3,0.6,Lemhi County
,3516,1240.8,479.1,2.8,Lewis County
,3308,3122.5,1205.6,1.1,Lincoln County
,23674,1221.3,471.6,19.4,Madison County
,19361,1967.6,759.7,9.8,Minidoka County
,33754,2199.2,849.1,15.3,Nez Perce County
