"","Pop","Sq.Ki.","Sq.Mi.","Pop.per.Sq.Ki.","Name","State"
"785","7738",572.9,221.2,"13.5","Switzerland County","Indiana "
"786","130598",1294.6,499.8,"100.9","Tippecanoe County","Indiana "
"787","16119",674.5,260.4,"23.9","Tipton County","Indiana "
"788","6976",418.4,161.6,"16.7","Union County","Indiana "
"789","165058",607.6,234.6,"271.7","Vanderburgh County","Indiana "
"790","16773",665.4,256.9,"25.2","Vermillion County","Indiana "
"791","106107",1044.6,403.3,"101.6","Vigo County","Indiana "
"792","35069",1070.2,413.2,"32.8","Wabash County","Indiana "
"793","8176",945.1,364.9,"8.7","Warren County","Indiana "
"794","44920",994.8,384.1,"45.2","Warrick County","Indiana "
"795","23717",1332.4,514.5,"17.8","Washington County","Indiana "
"796","71951",1045.3,403.6,"68.8","Wayne County","Indiana "
"797","25948",958.3,370,"27.1","Wells County","Indiana "
"798","23265",1308.6,505.3,"17.8","White County","Indiana "
"799","27651",869,335.5,"31.8","Whitley County","Indiana "
"800","2776755",144716,55874.9,"19.2","Iowa",NA
"801","8409",1474.6,569.3,"5.7","Adair County","Iowa "
"802","4866",1097,423.6,"4.4","Adams County","Iowa "
"803","13855",1656.6,639.6,"8.4","Allamakee County","Iowa "
"804","13743",1285.4,496.3,"10.7","Appanoose County","Iowa "
"805","7334",1147.8,443.2,"6.4","Audubon County","Iowa "
"806","22429",1855.6,716.5,"12.1","Benton County","Iowa "
"807","123798",1469.5,567.4,"84.2","Black Hawk County","Iowa "
"808","25186",1480.2,571.5,"17.0","Boone County","Iowa "
"809","22813",1134.3,437.9,"20.1","Bremer County","Iowa "
"810","20844",1479.6,571.3,"14.1","Buchanan County","Iowa "
"811","19965",1488.8,574.8,"13.4","Buena Vista County","Iowa "
"812","15731",1503.3,580.4,"10.5","Butler County","Iowa "
"813","11508",1476.8,570.2,"7.8","Calhoun County","Iowa "
"814","21423",1474.6,569.3,"14.5","Carroll County","Iowa "
"815","15128",1461.7,564.3,"10.3","Cass County","Iowa "
"816","17381",1501.1,579.6,"11.6","Cedar County","Iowa "
"817","46733",1472.2,568.4,"31.7","Cerro Gordo County","Iowa "
"818","14098",1494.9,577.2,"9.4","Cherokee County","Iowa "
"819","13295",1307.2,504.7,"10.2","Chickasaw County","Iowa "
"820","8287",1116.7,431.2,"7.4","Clarke County","Iowa "
"821","17585",1473.5,568.9,"11.9","Clay County","Iowa "
"822","19054",2017.2,778.8,"9.4","Clayton County","Iowa "
"823","51040",1800.2,695,"28.4","Clinton County","Iowa "
"824","16775",1850.3,714.4,"9.1","Crawford County","Iowa "
"825","29755",1519,586.5,"19.6","Dallas County","Iowa "
"826","8312",1303.5,503.3,"6.4","Davis County","Iowa "
"827","8338",1378.5,532.3,"6.0","Decatur County","Iowa "
"828","18035",1496.7,577.9,"12.0","Delaware County","Iowa "
"829","42614",1077.9,416.2,"39.5","Des Moines County","Iowa "
"830","14909",987,381.1,"15.1","Dickinson County","Iowa "
"831","86403",1575.3,608.2,"54.8","Dubuque County","Iowa "
"832","11569",1025,395.8,"11.3","Emmet County","Iowa "
"833","21843",1893.2,731,"11.5","Fayette County","Iowa "
"834","17058",1296.5,500.6,"13.2","Floyd County","Iowa "
"835","11364",1508.6,582.5,"7.5","Franklin County","Iowa "
"836","8226",1324.3,511.3,"6.2","Fremont County","Iowa "
"837","10045",1472.3,568.4,"6.8","Greene County","Iowa "
"838","12029",1301.6,502.6,"9.2","Grundy County","Iowa "
"839","10935",1529.7,590.6,"7.1","Guthrie County","Iowa "
"840","16071",1493.7,576.7,"10.8","Hamilton County","Iowa "
"841","12638",1479.3,571.1,"8.5","Hancock County","Iowa "
"842","19094",1474.5,569.3,"12.9","Hardin County","Iowa "
"843","14730",1804.9,696.9,"8.2","Harrison County","Iowa "
"844","19226",1125.3,434.5,"17.1","Henry County","Iowa "
"845","9809",1226.2,473.4,"8.0","Howard County","Iowa "
"846","10756",1125.2,434.4,"9.6","Humboldt County","Iowa "
"847","8365",1118.2,431.7,"7.5","Ida County","Iowa "
"848","14630",1519,586.5,"9.6","Iowa County","Iowa "
"849","19950",1647.6,636.1,"12.1","Jackson County","Iowa "
"850","34795",1890.8,730,"18.4","Jasper County","Iowa "
"851","16310",1127.6,435.4,"14.5","Jefferson County","Iowa "
"852","96119",1591.7,614.5,"60.4","Johnson County","Iowa "
"853","19444",1490.2,575.4,"13.0","Jones County","Iowa "
"854","11624",1500.2,579.2,"7.7","Keokuk County","Iowa "
"855","18591",2520.3,973.1,"7.4","Kossuth County","Iowa "
"856","38687",1340.1,517.4,"28.9","Lee County","Iowa "
"857","168767",1858.4,717.5,"90.8","Linn County","Iowa "
"858","11592",1041,401.9,"11.1","Louisa County","Iowa "
"859","9070",1115.2,430.6,"8.1","Lucas County","Iowa "
"860","11952",1521.8,587.6,"7.9","Lyon County","Iowa "
"861","12483",1453.4,561.2,"8.6","Madison County","Iowa "
"862","21522",1478.8,570.9,"14.6","Mahaska County","Iowa "
"863","30001",1435.5,554.3,"20.9","Marion County","Iowa "
"864","38276",1482.4,572.4,"25.8","Marshall County","Iowa "
"865","13202",1130.7,436.6,"11.7","Mills County","Iowa "
"866","10928",1214.6,469,"9.0","Mitchell County","Iowa "
"867","10034",1795.3,693.2,"5.6","Monona County","Iowa "
"868","8114",1122.6,433.4,"7.2","Monroe County","Iowa "
"869","12076",1097.9,423.9,"11.0","Montgomery County","Iowa "
"870","39907",1136.2,438.7,"35.1","Muscatine County","Iowa "
"871","15444",1484.4,573.1,"10.4","O'Brien County","Iowa "
"872","7267",1032.9,398.8,"7.0","Osceola County","Iowa "
"873","16870",1385.3,534.9,"12.2","Page County","Iowa "
"874","10669",1460.4,563.9,"7.3","Palo Alto County","Iowa "
"875","23388",2236.8,863.6,"10.5","Plymouth County","Iowa "
"876","9525",1496.4,577.7,"6.4","Pocahontas County","Iowa "
"877","327140",1475,569.5,"221.8","Polk County","Iowa "
"878","82628",2471.7,954.3,"33.4","Pottawattamie County","Iowa "
"879","19033",1515.4,585.1,"12.6","Poweshiek County","Iowa "
"880","5420",1392.7,537.7,"3.9","Ringgold County","Iowa "
"881","12324",1491.4,575.8,"8.3","Sac County","Iowa "
"882","150979",1186,457.9,"127.3","Scott County","Iowa "
"883","13230",1530.5,590.9,"8.6","Shelby County","Iowa "
"884","29903",1989,767.9,"15.0","Sioux County","Iowa "
"885","74252",1483.8,572.9,"50.0","Story County","Iowa "
"886","17419",1868.3,721.4,"9.3","Tama County","Iowa "
"887","7114",1383,534,"5.1","Taylor County","Iowa "
"888","12750",1099.2,424.4,"11.6","Union County","Iowa "
"889","7676",1256.8,485.3,"6.1","Van Buren County","Iowa "
"890","35687",1118.5,431.8,"31.9","Wapello County","Iowa "
"891","36033",1480.7,571.7,"24.3","Warren County","Iowa "
"892","19612",1473.3,568.8,"13.3","Washington County","Iowa "
"893","7067",1361.4,525.6,"5.2","Wayne County","Iowa "
"894","40342",1852.6,715.3,"21.8","Webster County","Iowa "
"895","12122",1037.3,400.5,"11.7","Winnebago County","Iowa "
"896","20847",1786.2,689.7,"11.7","Winneshiek County","Iowa "
"897","98276",2260.2,872.7,"43.5","Woodbury County","Iowa "
"898","7991",1036,400,"7.7","Worth County","Iowa "
"899","14269",1504.2,580.8,"9.5","Wright County","Iowa "
"900","2477574",211921.6,81823,"11.7","Kansas",NA
"901","14638",1302.9,503.1,"11.2","Allen County","Kansas "
"902","7803",1509.9,583,"5.2","Anderson County","Kansas "
"903","16932",1119.8,432.4,"15.1","Atchison County","Kansas "
"904","5874",2937.5,1134.2,"2.0","Barber County","Kansas "
"905","29382",2315.6,894,"12.7","Barton County","Kansas "
"906","14966",1650.2,637.1,"9.1","Bourbon County","Kansas "
"907","11128",1478.1,570.7,"7.5","Brown County","Kansas "
"908","50580",3698.9,1428.2,"13.7","Butler County","Kansas "
"909","3021",2009.7,775.9,"1.5","Chase County","Kansas "
"910","4407",1662.1,641.7,"2.7","Chautauqua County","Kansas "
"911","21374",1520.8,587.2,"14.1","Cherokee County","Kansas "
"912","3243",2641.6,1019.9,"1.2","Cheyenne County","Kansas "
"913","2418",2524.6,974.7,"1.0","Clark County","Kansas "
"914","9158",1667.6,643.9,"5.5","Clay County","Kansas "
"915","11023",1853.6,715.7,"5.9","Cloud County","Kansas "
"916","8404",1632.4,630.3,"5.1","Coffey County","Kansas "
"917","2313",2041.9,788.4,"1.1","Comanche County","Kansas "
"918","36915",2917.2,1126.3,"12.7","Cowley County","Kansas "
"919","35568",1535.8,593,"23.2","Crawford County","Kansas "
"920","4021",2314.4,893.6,"1.7","Decatur County","Kansas "
"921","18958",2197.5,848.4,"8.6","Dickinson County","Kansas "
"922","8134",1015.8,392.2,"8.0","Doniphan County","Kansas "
"923","81798",1183.5,457,"69.1","Douglas County","Kansas "
"924","3787",1611.1,622.1,"2.4","Edwards County","Kansas "
"925","3327",1677.9,647.9,"2.0","Elk County","Kansas "
"926","26004",2331,900,"11.2","Ellis County","Kansas "
"927","6586",1854.3,715.9,"3.6","Ellsworth County","Kansas "
"928","33070",3367.4,1300.2,"9.8","Finney County","Kansas "
"929","27463",2845.3,1098.6,"9.7","Ford County","Kansas "
"930","21994",1486.4,573.9,"14.8","Franklin County","Kansas "
"931","30453",995.3,384.3,"30.6","Geary County","Kansas "
"932","3231",2775.1,1071.5,"1.2","Gove County","Kansas "
"933","3543",2326.7,898.3,"1.5","Graham County","Kansas "
"934","7159",1489,574.9,"4.8","Grant County","Kansas "
"935","5396",2250.6,868.9,"2.4","Gray County","Kansas "
"936","1774",2015.2,778.1,"0.9","Greeley County","Kansas "
"937","7847",2952.1,1139.8,"2.7","Greenwood County","Kansas "
"938","2388",2581,996.5,"0.9","Hamilton County","Kansas "
"939","7124",2075.8,801.5,"3.4","Harper County","Kansas "
"940","31028",1397.1,539.4,"22.2","Harvey County","Kansas "
"941","3886",1495.4,577.4,"2.6","Haskell County","Kansas "
"942","2177",2227.3,860,"1.0","Hodgeman County","Kansas "
"943","11525",1701.2,656.9,"6.8","Jackson County","Kansas "
"944","15905",1388.6,536.2,"11.5","Jefferson County","Kansas "
"945","4251",2354.9,909.2,"1.8","Jewell County","Kansas "
"946","355054",1234.9,476.8,"287.5","Johnson County","Kansas "
"947","4027",2253.4,870,"1.8","Kearny County","Kansas "
"948","8292",2237,863.7,"3.7","Kingman County","Kansas "
"949","3660",1871.1,722.4,"2.0","Kiowa County","Kansas "
"950","23693",1680.7,648.9,"14.1","Labette County","Kansas "
"951","2375",1857.7,717.3,"1.3","Lane County","Kansas "
"952","64371",1200,463.3,"53.6","Leavenworth County","Kansas "
"953","3653",1862,718.9,"2.0","Lincoln County","Kansas "
"954","8254",1550.8,598.8,"5.3","Linn County","Kansas "
"955","3081",2779.2,1073.1,"1.1","Logan County","Kansas "
"956","34732",2204.1,851,"15.8","Lyon County","Kansas "
"957","27268",2330.5,899.8,"11.7","McPherson County","Kansas "
"958","12888",2442.8,943.2,"5.3","Marion County","Kansas "
"959","11705",2337.8,902.6,"5.0","Marshall County","Kansas "
"960","4247",2534.3,978.5,"1.7","Meade County","Kansas "
"961","23466",1493.8,576.8,"15.7","Miami County","Kansas "
"962","7203",1812.8,699.9,"4.0","Mitchell County","Kansas "
"963","38816",1671.2,645.3,"23.2","Montgomery County","Kansas "
"964","6198",1806.4,697.4,"3.4","Morris County","Kansas "
"965","3480",1890.6,730,"1.8","Morton County","Kansas "
"966","10446",1862.4,719.1,"5.6","Nemaha County","Kansas "
"967","17035",1481.3,571.9,"11.5","Neosho County","Kansas "
"968","4033",2783.8,1074.8,"1.4","Ness County","Kansas "
"969","5947",2273.7,877.9,"2.6","Norton County","Kansas "
"970","15248",1822.3,703.6,"8.4","Osage County","Kansas "
"971","4867",2311.9,892.6,"2.1","Osborne County","Kansas "
"972","5634",1867.8,721.2,"3.0","Ottawa County","Kansas "
"973","7555",1953.4,754.2,"3.9","Pawnee County","Kansas "
"974","6590",2295.4,886.3,"2.9","Phillips County","Kansas "
"975","16128",2186.7,844.3,"7.4","Pottawatomie County","Kansas "
"976","9702",1903.7,735,"5.1","Pratt County","Kansas "
"977","3404",2770.5,1069.7,"1.2","Rawlins County","Kansas "
"978","62389",3249.2,1254.5,"19.2","Reno County","Kansas "
"979","6482",1855.9,716.5,"3.5","Republic County","Kansas "
"980","10610",1881.9,726.6,"5.6","Rice County","Kansas "
"981","67139",1579,609.6,"42.5","Riley County","Kansas "
"982","6039",2300.9,888.4,"2.6","Rooks County","Kansas "
"983","3842",1860.3,718.2,"2.1","Rush County","Kansas "
"984","7835",2291.5,884.7,"3.4","Russell County","Kansas "
"985","49301",1863.9,719.6,"26.5","Saline County","Kansas "
"986","5289",1858.5,717.6,"2.8","Scott County","Kansas "
"987","403662",2590.6,1000.2,"155.8","Sedgwick County","Kansas "
"988","18743",1656.5,639.6,"11.3","Seward County","Kansas "
"989","160976",1424.1,549.9,"113.0","Shawnee County","Kansas "
"990","3043",2321.7,896.4,"1.3","Sheridan County","Kansas "
"991","6926",2734.7,1055.9,"2.5","Sherman County","Kansas "
"992","5078",2319.2,895.5,"2.2","Smith County","Kansas "
"993","5365",2051.5,792.1,"2.6","Stafford County","Kansas "
"994","2333",1761.4,680.1,"1.3","Stanton County","Kansas "
"995","5048",1884.5,727.6,"2.7","Stevens County","Kansas "
"996","25841",3061.1,1181.9,"8.4","Sumner County","Kansas "
"997","8258",2783.9,1074.9,"3.0","Thomas County","Kansas "
"998","3694",2300.9,888.4,"1.6","Trego County","Kansas "
"999","6603",2065.4,797.5,"3.2","Wabaunsee County","Kansas "
"1000","1821",2367.4,914.1,"0.8","Wallace County","Kansas "
"1001","7073",2327.1,898.5,"3.0","Washington County","Kansas "
"1002","2758",1861.1,718.6,"1.5","Wichita County","Kansas "
"1003","10289",1486.4,573.9,"6.9","Wilson County","Kansas "
"1004","4116",1296.7,500.7,"3.2","Woodson County","Kansas "
"1005","161993",392.1,151.4,"413.1","Wyandotte County","Kansas "
"1006","3685296",102906.7,39732.3,"35.8","Kentucky",NA
"1007","15360",1053.8,406.9,"14.6","Adair County","Kentucky "
"1008","14628",896.5,346.1,"16.3","Allen County","Kentucky "
"1009","14571",525,202.7,"27.8","Anderson County","Kentucky "
"1010","7902",650.5,251.2,"12.1","Ballard County","Kentucky "
"1011","34001",1271.6,491,"26.7","Barren County","Kentucky "
"1012","9692",723.8,279.4,"13.4","Bath County","Kentucky "
"1013","31506",934.4,360.8,"33.7","Bell County","Kentucky "
"1014","57589",637.8,246.3,"90.3","Boone County","Kentucky "
"1015","19236",754.8,291.4,"25.5","Bourbon County","Kentucky "
"1016","51150",414.9,160.2,"123.3","Boyd County","Kentucky "
"1017","25641",470.4,181.6,"54.5","Boyle County","Kentucky "
"1018","7766",526.4,203.2,"14.8","Bracken County","Kentucky "
"1019","15703",1282.6,495.2,"12.2","Breathitt County","Kentucky "
"1020","16312",1482.6,572.4,"11.0","Breckinridge County","Kentucky "
"1021","47567",774.7,299.1,"61.4","Bullitt County","Kentucky "
"1022","11245",1108.8,428.1,"10.1","Butler County","Kentucky "
"1023","13232",898.7,347,"14.7","Caldwell County","Kentucky "
"1024","30735",1000.5,386.3,"30.7","Calloway County","Kentucky "
"1025","83866",392.6,151.6,"213.6","Campbell County","Kentucky "
"1026","5238",498.6,192.5,"10.5","Carlisle County","Kentucky "
"1027","9292",337,130.1,"27.6","Carroll County","Kentucky "
"1028","24340",1063.5,410.6,"22.9","Carter County","Kentucky "
"1029","14211",1154.2,445.6,"12.3","Casey County","Kentucky "
"1030","68941",1868.3,721.4,"36.9","Christian County","Kentucky "
"1031","29496",658.7,254.3,"44.8","Clark County","Kentucky "
"1032","21746",1219.9,471,"17.8","Clay County","Kentucky "
"1033","9135",511.4,197.5,"17.9","Clinton County","Kentucky "
"1034","9196",938,362.2,"9.8","Crittenden County","Kentucky "
"1035","6784",792.1,305.8,"8.6","Cumberland County","Kentucky "
"1036","87189",1197.7,462.4,"72.8","Daviess County","Kentucky "
"1037","10357",783.8,302.6,"13.2","Edmonson County","Kentucky "
"1038","6455",606,234,"10.7","Elliott County","Kentucky "
"1039","14614",657.9,254,"22.2","Estill County","Kentucky "
"1040","225366",736.9,284.5,"305.8","Fayette County","Kentucky "
"1041","12292",909.3,351.1,"13.5","Fleming County","Kentucky "
"1042","43586",1021.3,394.3,"42.7","Floyd County","Kentucky "
"1043","43781",545.2,210.5,"80.3","Franklin County","Kentucky "
"1044","8271",541.2,209,"15.3","Fulton County","Kentucky "
"1045","5393",256,98.8,"21.1","Gallatin County","Kentucky "
"1046","11579",598.9,231.2,"19.3","Garrard County","Kentucky "
"1047","15737",673.1,259.9,"23.4","Grant County","Kentucky "
"1048","33550",1439.1,555.7,"23.3","Graves County","Kentucky "
"1049","21050",1304.6,503.7,"16.1","Grayson County","Kentucky "
"1050","10371",747.9,288.7,"13.9","Green County","Kentucky "
"1051","36742",896.7,346.2,"41.0","Greenup County","Kentucky "
"1052","7864",489,188.8,"16.1","Hancock County","Kentucky "
"1053","89240",1626.6,628,"54.9","Hardin County","Kentucky "
"1054","36574",1210,467.2,"30.2","Harlan County","Kentucky "
"1055","16248",802.2,309.7,"20.3","Harrison County","Kentucky "
"1056","14890",1077.3,416,"13.8","Hart County","Kentucky "
"1057","43044",1140,440.2,"37.8","Henderson County","Kentucky "
"1058","12823",749.4,289.3,"17.1","Henry County","Kentucky "
"1059","5566",633.2,244.5,"8.8","Hickman County","Kentucky "
"1060","46126",1426,550.6,"32.3","Hopkins County","Kentucky "
"1061","11955",897,346.3,"13.3","Jackson County","Kentucky "
"1062","664937",997.4,385.1,"666.6","Jefferson County","Kentucky "
"1063","30508",448.5,173.2,"68.0","Jessamine County","Kentucky "
"1064","23248",677.4,261.6,"34.3","Johnson County","Kentucky "
"1065","142031",421.1,162.6,"337.3","Kenton County","Kentucky "
"1066","17906",912.2,352.2,"19.6","Knott County","Kentucky "
"1067","29676",1004.1,387.7,"29.6","Knox County","Kentucky "
"1068","11679",682.3,263.4,"17.1","Larue County","Kentucky "
"1069","43438",1128.4,435.7,"38.5","Laurel County","Kentucky "
"1070","13998",1084.8,418.9,"12.9","Lawrence County","Kentucky "
"1071","7422",543.6,209.9,"13.7","Lee County","Kentucky "
"1072","13642",1046.5,404,"13.0","Leslie County","Kentucky "
"1073","27000",878.1,339.1,"30.7","Letcher County","Kentucky "
"1074","13029",1254.9,484.5,"10.4","Lewis County","Kentucky "
"1075","20045",871.7,336.6,"23.0","Lincoln County","Kentucky "
"1076","9062",818.7,316.1,"11.1","Livingston County","Kentucky "
"1077","24416",1439.3,555.7,"17.0","Logan County","Kentucky "
"1078","6624",558.8,215.8,"11.9","Lyon County","Kentucky "
"1079","62879",650.5,251.1,"96.7","McCracken County","Kentucky "
"1080","15603",1107.8,427.7,"14.1","McCreary County","Kentucky "
"1081","9628",658.7,254.3,"14.6","McLean County","Kentucky "
"1082","57508",1141.5,440.7,"50.4","Madison County","Kentucky "
"1083","13077",801.5,309.5,"16.3","Magoffin County","Kentucky "
"1084","16499",897.9,346.7,"18.4","Marion County","Kentucky "
"1085","27205",789.7,304.9,"34.4","Marshall County","Kentucky "
"1086","12526",597.6,230.7,"21.0","Martin County","Kentucky "
"1087","16666",624.5,241.1,"26.7","Mason County","Kentucky "
"1088","24170",799.1,308.5,"30.2","Meade County","Kentucky "
"1089","5092",528.1,203.9,"9.6","Menifee County","Kentucky "
"1090","19148",649.9,250.9,"29.5","Mercer County","Kentucky "
"1091","8963",753.5,290.9,"11.9","Metcalfe County","Kentucky "
"1092","11401",856.8,330.8,"13.3","Monroe County","Kentucky "
"1093","19561",514.4,198.6,"38.0","Montgomery County","Kentucky "
"1094","11648",987.6,381.3,"11.8","Morgan County","Kentucky "
"1095","31318",1229.6,474.7,"25.5","Muhlenberg County","Kentucky "
"1096","29710",1094.8,422.7,"27.1","Nelson County","Kentucky "
"1097","6725",509.2,196.6,"13.2","Nicholas County","Kentucky "
"1098","21105",1538,593.8,"13.7","Ohio County","Kentucky "
"1099","33263",490,189.2,"67.9","Oldham County","Kentucky "
"1100","9035",912.1,352.2,"9.9","Owen County","Kentucky "
"1101","5036",513.1,198.1,"9.8","Owsley County","Kentucky "
"1102","12036",725.3,280,"16.6","Pendleton County","Kentucky "
"1103","30283",886.2,342.2,"34.2","Perry County","Kentucky "
"1104","72583",2040.2,787.7,"35.6","Pike County","Kentucky "
"1105","11686",466.6,180.1,"25.0","Powell County","Kentucky "
"1106","49489",1713.6,661.6,"28.9","Pulaski County","Kentucky "
"1107","2124",259.2,100.1,"8.2","Robertson County","Kentucky "
"1108","14803",822.4,317.5,"18.0","Rockcastle County","Kentucky "
"1109","20353",727.4,280.8,"28.0","Rowan County","Kentucky "
"1110","14716",656.7,253.5,"22.4","Russell County","Kentucky "
"1111","23867",738.6,285.2,"32.3","Scott County","Kentucky "
"1112","24824",995,384.2,"24.9","Shelby County","Kentucky "
"1113","15145",611.8,236.2,"24.8","Simpson County","Kentucky "
"1114","6801",481.5,185.9,"14.1","Spencer County","Kentucky "
"1115","21146",698.9,269.8,"30.3","Taylor County","Kentucky "
"1116","10940",974.8,376.4,"11.2","Todd County","Kentucky "
"1117","10361",1148.3,443.4,"9.0","Trigg County","Kentucky "
"1118","6090",385.5,148.9,"15.8","Trimble County","Kentucky "
"1119","16557",893.8,345.1,"18.5","Union County","Kentucky "
"1120","76673",1412.2,545.2,"54.3","Warren County","Kentucky "
"1121","10441",778.6,300.6,"13.4","Washington County","Kentucky "
"1122","17468",1189.9,459.4,"14.7","Wayne County","Kentucky "
"1123","13955",866.9,334.7,"16.1","Webster County","Kentucky "
"1124","33326",1140,440.2,"29.2","Whitley County","Kentucky "
"1125","6503",577.1,222.8,"11.3","Wolfe County","Kentucky "
"1126","19955",493.9,190.7,"40.4","Woodford County","Kentucky "
"1127","4219973",112836.2,43566.1,"37.4","Louisiana",NA
"1128","55882",1697.3,655.3,"32.9","Acadia Parish","Louisiana "
"1129","21226",1980.3,764.6,"10.7","Allen Parish","Louisiana "
"1130","58214",755.1,291.6,"77.1","Ascension Parish","Louisiana "
"1131","22753",877.3,338.7,"25.9","Assumption Parish","Louisiana "
"1132","39159",2156.2,832.5,"18.2","Avoyelles Parish","Louisiana "
"1133","30083",3004.8,1160.2,"10.0","Beauregard Parish","Louisiana "
"1134","15979",2099.7,810.7,"7.6","Bienville Parish","Louisiana "
"1135","86088",2171.6,838.5,"39.6","Bossier Parish","Louisiana "
"1136","248253",2284.7,882.1,"108.7","Caddo Parish","Louisiana "
"1137","168134",2774.4,1071.2,"60.6","Calcasieu Parish","Louisiana "
"1138","9810",1371.3,529.5,"7.2","Caldwell Parish","Louisiana "
"1139","9260",3400.8,1313,"2.7","Cameron Parish","Louisiana "
"1140","11065",1822.6,703.7,"6.1","Catahoula Parish","Louisiana "
"1141","17405",1954.7,754.7,"8.9","Claiborne Parish","Louisiana "
"1142","20828",1803.6,696.4,"11.5","Concordia Parish","Louisiana "
"1143","25346",2272.1,877.3,"11.2","De Soto Parish","Louisiana "
"1144","380105",1180.2,455.7,"322.1","East Baton Rouge Parish","Louisiana "
"1145","9709",1091.6,421.5,"8.9","East Carroll Parish","Louisiana "
"1146","19211",1174.4,453.4,"16.4","East Feliciana Parish","Louisiana "
"1147","33274",1720.6,664.3,"19.3","Evangeline Parish","Louisiana "
"1148","22387",1614.7,623.4,"13.9","Franklin Parish","Louisiana "
"1149","17526",1670.9,645.1,"10.5","Grant Parish","Louisiana "
"1150","68297",1489.7,575.2,"45.8","Iberia Parish","Louisiana "
"1151","31049",1602.4,618.7,"19.4","Iberville Parish","Louisiana "
"1152","15705",1476.2,570,"10.6","Jackson Parish","Louisiana "
"1153","448306",792.3,305.9,"565.8","Jefferson Parish","Louisiana "
"1154","30722",1689.6,652.4,"18.2","Jefferson Davis Parish","Louisiana "
"1155","164762",699,269.9,"235.7","Lafayette Parish","Louisiana "
"1156","85860",2809.7,1084.8,"30.6","Lafourche Parish","Louisiana "
"1157","13662",1615.9,623.9,"8.5","La Salle Parish","Louisiana "
"1158","41745",1220.9,471.4,"34.2","Lincoln Parish","Louisiana "
"1159","70526",1678.5,648.1,"42.0","Livingston Parish","Louisiana "
"1160","12463",1616.5,624.1,"7.7","Madison Parish","Louisiana "
"1161","31938",2057.3,794.3,"15.5","Morehouse Parish","Louisiana "
"1162","36689",3254.1,1256.4,"11.3","Natchitoches Parish","Louisiana "
"1163","496938",467.9,180.6,"1062.1","Orleans Parish","Louisiana "
"1164","142191",1582.5,611,"89.9","Ouachita Parish","Louisiana "
"1165","25575",2187.6,844.6,"11.7","Plaquemines Parish","Louisiana "
"1166","22540",1443.7,557.4,"15.6","Pointe Coupee Parish","Louisiana "
"1167","131556",3425.7,1322.7,"38.4","Rapides Parish","Louisiana "
"1168","9387",1006.5,388.6,"9.3","Red River Parish","Louisiana "
"1169","20629",1446.5,558.5,"14.3","Richland Parish","Louisiana "
"1170","22646",2241.2,865.3,"10.1","Sabine Parish","Louisiana "
"1171","66631",1204.8,465.2,"55.3","St. Bernard Parish","Louisiana "
"1172","42437",734.7,283.7,"57.8","St. Charles Parish","Louisiana "
"1173","9874",1057.7,408.4,"9.3","St. Helena Parish","Louisiana "
"1174","20879",637.5,246.1,"32.8","St. James Parish","Louisiana "
"1175","39996",567,218.9,"70.5","St. John the Baptist Parish","Louisiana "
"1176","80331",2405.3,928.7,"33.4","St. Landry Parish","Louisiana "
"1177","43978",1916.4,739.9,"22.9","St. Martin Parish","Louisiana "
"1178","58086",1587.5,612.9,"36.6","St. Mary Parish","Louisiana "
"1179","144508",2213,854.4,"65.3","St. Tammany Parish","Louisiana "
"1180","85709",2046.9,790.3,"41.9","Tangipahoa Parish","Louisiana "
"1181","7103",1560.6,602.5,"4.6","Tensas Parish","Louisiana "
"1182","96982",3250.6,1255.1,"29.8","Terrebonne Parish","Louisiana "
"1183","20690",2273.2,877.7,"9.1","Union Parish","Louisiana "
"1184","50055",3040.3,1173.9,"16.5","Vermilion Parish","Louisiana "
"1185","61961",3440.8,1328.5,"18.0","Vernon Parish","Louisiana "
"1186","43185",1734.3,669.6,"24.9","Washington Parish","Louisiana "
"1187","41989",1543.5,595.9,"27.2","Webster Parish","Louisiana "
"1188","19419",495.3,191.2,"39.2","West Baton Rouge Parish","Louisiana "
"1189","12093",930.9,359.4,"13.0","West Carroll Parish","Louisiana "
"1190","12915",1051.6,406,"12.3","West Feliciana Parish","Louisiana "
"1191","16269",2461.9,950.6,"6.6","Winn Parish","Louisiana "
"1192","1227928",79939.1,30864.5,"15.4","Maine",NA
"1193","105259",1218.1,470.3,"86.4","Androscoggin County","Maine "
"1194","86936",17280.3,6671.9,"5.0","Aroostook County","Maine "
"1195","243135",2164.2,835.6,"112.3","Cumberland County","Maine "
"1196","29008",4397.8,1698,"6.6","Franklin County","Maine "
"1197","46948",4115.8,1589.1,"11.4","Hancock County","Maine "
"1198","115904",2246.8,867.5,"51.6","Kennebec County","Maine "
"1199","36310",946.9,365.6,"38.3","Knox County","Maine "
"1200","30357",1180,455.6,"25.7","Lincoln County","Maine "
"1201","52602",5382.5,2078.2,"9.8","Oxford County","Maine "
"1202","146601",8795.7,3396,"16.7","Penobscot County","Maine "
"1203","18653",10273.3,3966.5,"1.8","Piscataquis County","Maine "
"1204","33535",657.9,254,"51.0","Sagadahoc County","Maine "
"1205","49767",10170.5,3926.8,"4.9","Somerset County","Maine "
"1206","33018",1890.2,729.8,"17.5","Waldo County","Maine "
"1207","35308",6652.6,2568.6,"5.3","Washington County","Maine "
"1208","164587",2566.7,991,"64.1","York County","Maine "
"1209","4781468",25316.3,9774.6,"188.9","Maryland",NA
