"","Pop","Sq.Ki.","Sq.Mi.","Pop.per.Sq.Ki.","Name","State"
"2421","3746",1123.1,433.6,"3.3","Douglas County","South Dakota "
"2422","4356",2967.2,1145.7,"1.5","Edmunds County","South Dakota "
"2423","7353",4506.4,1739.9,"1.6","Fall River County","South Dakota "
"2424","2744",2590.6,1000.2,"1.1","Faulk County","South Dakota "
"2425","8372",1767.7,682.5,"4.7","Grant County","South Dakota "
"2426","5359",2631.4,1016,"2.0","Gregory County","South Dakota "
"2427","2624",4696,1813.1,"0.6","Haakon County","South Dakota "
"2428","4974",1324,511.2,"3.8","Hamlin County","South Dakota "
"2429","4272",3721.1,1436.7,"1.1","Hand County","South Dakota "
"2430","2994",1125.9,434.7,"2.7","Hanson County","South Dakota "
"2431","1669",6916.8,2670.6,"0.2","Harding County","South Dakota "
"2432","14817",1919.1,741,"7.7","Hughes County","South Dakota "
"2433","8262",2105.8,813,"3.9","Hutchinson County","South Dakota "
"2434","1696",2230.2,861.1,"0.8","Hyde County","South Dakota "
"2435","2811",4841.5,1869.3,"0.6","Jackson County","South Dakota "
"2436","2425",1373.4,530.3,"1.8","Jerauld County","South Dakota "
"2437","1324",2514,970.6,"0.5","Jones County","South Dakota "
"2438","5925",2171.5,838.4,"2.7","Kingsbury County","South Dakota "
"2439","10550",1458.9,563.3,"7.2","Lake County","South Dakota "
"2440","20655",2072.2,800.1,"10.0","Lawrence County","South Dakota "
"2441","15427",1497.4,578.1,"10.3","Lincoln County","South Dakota "
"2442","3638",4247.8,1640.1,"0.9","Lyman County","South Dakota "
"2443","5688",1488.1,574.6,"3.8","McCook County","South Dakota "
"2444","3228",2944.9,1137,"1.1","McPherson County","South Dakota "
"2445","4844",2172.7,838.9,"2.2","Marshall County","South Dakota "
"2446","21878",8989.5,3470.8,"2.4","Meade County","South Dakota "
"2447","2137",3384.1,1306.6,"0.6","Mellette County","South Dakota "
"2448","3272",1477.3,570.4,"2.2","Miner County","South Dakota "
"2449","123809",2095.8,809.2,"59.1","Minnehaha County","South Dakota "
"2450","6507",1346,519.7,"4.8","Moody County","South Dakota "
"2451","81343",7190.8,2776.4,"11.3","Pennington County","South Dakota "
"2452","3932",7437.9,2871.8,"0.5","Perkins County","South Dakota "
"2453","3190",2244.3,866.5,"1.4","Potter County","South Dakota "
"2454","9914",2852.5,1101.3,"3.5","Roberts County","South Dakota "
"2455","2833",1473.8,569,"1.9","Sanborn County","South Dakota "
"2456","9902",5423.3,2094,"1.8","Shannon County","South Dakota "
"2457","7981",3895.3,1504,"2.0","Spink County","South Dakota "
"2458","2453",3738.3,1443.4,"0.7","Stanley County","South Dakota "
"2459","1589",2608,1007,"0.6","Sully County","South Dakota "
"2460","8352",3595.5,1388.2,"2.3","Todd County","South Dakota "
"2461","6924",4179.3,1613.6,"1.7","Tripp County","South Dakota "
"2462","8576",1597.7,616.9,"5.4","Turner County","South Dakota "
"2463","10189",1192.4,460.4,"8.5","Union County","South Dakota "
"2464","6087",1833.3,707.8,"3.3","Walworth County","South Dakota "
"2465","19252",1351,521.6,"14.3","Yankton County","South Dakota "
"2466","2220",5082.9,1962.5,"0.4","Ziebach County","South Dakota "
"2467","4877185",106758.5,41219.5,"45.7","Tennessee",NA
"2468","68250",874.2,337.5,"78.1","Anderson County","Tennessee "
"2469","30411",1226.9,473.7,"24.8","Bedford County","Tennessee "
"2470","14524",1022.6,394.8,"14.2","Benton County","Tennessee "
"2471","9669",1052.4,406.3,"9.2","Bledsoe County","Tennessee "
"2472","85969",1446.7,558.6,"59.4","Blount County","Tennessee "
"2473","73712",851.5,328.8,"86.6","Bradley County","Tennessee "
"2474","35079",1243.4,480.1,"28.2","Campbell County","Tennessee "
"2475","10467",688.1,265.7,"15.2","Cannon County","Tennessee "
"2476","27514",1551.6,599.1,"17.7","Carroll County","Tennessee "
"2477","51505",883.4,341.1,"58.3","Carter County","Tennessee "
"2478","27140",784,302.7,"34.6","Cheatham County","Tennessee "
"2479","12819",747.3,288.5,"17.2","Chester County","Tennessee "
"2480","26137",1124.8,434.3,"23.2","Claiborne County","Tennessee "
"2481","7238",611.5,236.1,"11.8","Clay County","Tennessee "
"2482","29141",1125.2,434.4,"25.9","Cocke County","Tennessee "
"2483","40339",1110.9,428.9,"36.3","Coffee County","Tennessee "
"2484","13378",687.1,265.3,"19.5","Crockett County","Tennessee "
"2485","34736",1765.4,681.6,"19.7","Cumberland County","Tennessee "
"2486","510784",1300.9,502.3,"392.7","Davidson County","Tennessee "
"2487","10472",864.8,333.9,"12.1","Decatur County","Tennessee "
"2488","14360",788.9,304.6,"18.2","DeKalb County","Tennessee "
"2489","35061",1268.9,489.9,"27.6","Dickson County","Tennessee "
"2490","34854",1322.4,510.6,"26.4","Dyer County","Tennessee "
"2491","25559",1824.8,704.5,"14.0","Fayette County","Tennessee "
"2492","14669",1291.5,498.7,"11.4","Fentress County","Tennessee "
"2493","34725",1432.6,553.1,"24.2","Franklin County","Tennessee "
"2494","46315",1561,602.7,"29.7","Gibson County","Tennessee "
"2495","25741",1582.4,611,"16.3","Giles County","Tennessee "
"2496","17095",726.1,280.4,"23.5","Grainger County","Tennessee "
"2497","55853",1610.6,621.8,"34.7","Greene County","Tennessee "
"2498","13362",933.9,360.6,"14.3","Grundy County","Tennessee "
"2499","50480",417.1,161,"121.0","Hamblen County","Tennessee "
"2500","285536",1405.1,542.5,"203.2","Hamilton County","Tennessee "
"2501","6739",575.8,222.3,"11.7","Hancock County","Tennessee "
"2502","23377",1729,667.6,"13.5","Hardeman County","Tennessee "
"2503","22633",1496.8,577.9,"15.1","Hardin County","Tennessee "
"2504","44565",1260.5,486.7,"35.4","Hawkins County","Tennessee "
"2505","19437",1381.1,533.2,"14.1","Haywood County","Tennessee "
"2506","21844",1347,520.1,"16.2","Henderson County","Tennessee "
"2507","27888",1454.9,561.8,"19.2","Henry County","Tennessee "
"2508","16754",1586.9,612.7,"10.6","Hickman County","Tennessee "
"2509","7018",518.6,200.2,"13.5","Houston County","Tennessee "
"2510","15795",1378.5,532.2,"11.5","Humphreys County","Tennessee "
"2511","9297",800,308.9,"11.6","Jackson County","Tennessee "
"2512","33016",709.2,273.8,"46.6","Jefferson County","Tennessee "
"2513","13766",773.1,298.5,"17.8","Johnson County","Tennessee "
"2514","335749",1317,508.5,"254.9","Knox County","Tennessee "
"2515","7129",423.3,163.4,"16.8","Lake County","Tennessee "
"2516","23491",1218.5,470.5,"19.3","Lauderdale County","Tennessee "
"2517","35303",1598.6,617.2,"22.1","Lawrence County","Tennessee "
"2518","9247",730.7,282.1,"12.7","Lewis County","Tennessee "
"2519","28157",1477.1,570.3,"19.1","Lincoln County","Tennessee "
"2520","31255",592.1,228.6,"52.8","Loudon County","Tennessee "
"2521","42383",1114.5,430.3,"38.0","McMinn County","Tennessee "
"2522","22422",1450.6,560.1,"15.5","McNairy County","Tennessee "
"2523","15906",795.5,307.1,"20.0","Macon County","Tennessee "
"2524","77982",1442.9,557.1,"54.0","Madison County","Tennessee "
"2525","24860",1294.6,499.8,"19.2","Marion County","Tennessee "
"2526","21539",972.3,375.4,"22.2","Marshall County","Tennessee "
"2527","54812",1587.5,612.9,"34.5","Maury County","Tennessee "
"2528","8033",504.7,194.9,"15.9","Meigs County","Tennessee "
"2529","30541",1645.3,635.2,"18.6","Monroe County","Tennessee "
"2530","100498",1396.4,539.2,"72.0","Montgomery County","Tennessee "
"2531","4721",334.6,129.2,"14.1","Moore County","Tennessee "
"2532","17300",1352.2,522.1,"12.8","Morgan County","Tennessee "
"2533","31717",1411.4,544.9,"22.5","Obion County","Tennessee "
"2534","17636",1122.4,433.4,"15.7","Overton County","Tennessee "
"2535","6612",1074.7,414.9,"6.2","Perry County","Tennessee "
"2536","4548",421.9,162.9,"10.8","Pickett County","Tennessee "
"2537","13643",1126.9,435.1,"12.1","Polk County","Tennessee "
"2538","51373",1038.5,401,"49.5","Putnam County","Tennessee "
"2539","24344",818.3,315.9,"29.7","Rhea County","Tennessee "
"2540","47227",935,361,"50.5","Roane County","Tennessee "
"2541","41494",1234.2,476.5,"33.6","Robertson County","Tennessee "
"2542","118570",1603.1,619,"74.0","Rutherford County","Tennessee "
"2543","18358",1378.2,532.1,"13.3","Scott County","Tennessee "
"2544","8863",688.6,265.9,"12.9","Sequatchie County","Tennessee "
"2545","51043",1534.1,592.3,"33.3","Sevier County","Tennessee "
"2546","826330",1955.1,754.9,"422.6","Shelby County","Tennessee "
"2547","14143",814.4,314.4,"17.4","Smith County","Tennessee "
"2548","9479",1185.4,457.7,"8.0","Stewart County","Tennessee "
"2549","143596",1069.8,413,"134.2","Sullivan County","Tennessee "
"2550","103281",1371,529.4,"75.3","Sumner County","Tennessee "
"2551","37568",1189.8,459.4,"31.6","Tipton County","Tennessee "
"2552","5920",295.9,114.2,"20.0","Trousdale County","Tennessee "
"2553","16549",482.1,186.1,"34.3","Unicoi County","Tennessee "
"2554","13694",579.1,223.6,"23.6","Union County","Tennessee "
"2555","4846",708.3,273.5,"6.8","Van Buren County","Tennessee "
"2556","32992",1120.7,432.7,"29.4","Warren County","Tennessee "
"2557","92315",844.9,326.2,"109.3","Washington County","Tennessee "
"2558","13935",1901.1,734,"7.3","Wayne County","Tennessee "
"2559","31972",1502.9,580.3,"21.3","Weakley County","Tennessee "
"2560","20090",975.8,376.7,"20.6","White County","Tennessee "
"2561","81021",1509.3,582.7,"53.7","Williamson County","Tennessee "
"2562","67675",1477.9,570.6,"45.8","Wilson County","Tennessee "
"2563","16986510",678358.1,261914.3,"25.0","Texas",NA
"2564","48024",2773.7,1070.9,"17.3","Anderson County","Texas "
"2565","14338",3886.9,1500.7,"3.7","Andrews County","Texas "
"2566","69884",2076.2,801.6,"33.7","Angelina County","Texas "
"2567","17892",652.6,252,"27.4","Aransas County","Texas "
"2568","7973",2356.3,909.8,"3.4","Archer County","Texas "
"2569","2021",2366.4,913.7,"0.9","Armstrong County","Texas "
"2570","30533",3191.4,1232.2,"9.6","Atascosa County","Texas "
"2571","19832",1690.4,652.6,"11.7","Austin County","Texas "
"2572","7064",2141.3,826.7,"3.3","Bailey County","Texas "
"2573","10562",2050.7,791.8,"5.2","Bandera County","Texas "
"2574","38263",2301.1,888.5,"16.6","Bastrop County","Texas "
"2575","4385",2255.5,870.8,"1.9","Baylor County","Texas "
"2576","25135",2279.8,880.2,"11.0","Bee County","Texas "
"2577","191088",2742.8,1059,"69.7","Bell County","Texas "
"2578","1185394",3229.5,1246.9,"367.0","Bexar County","Texas "
"2579","5972",1842.3,711.3,"3.2","Blanco County","Texas "
"2580","799",2328.1,898.9,"0.3","Borden County","Texas "
"2581","15125",2562.2,989.3,"5.9","Bosque County","Texas "
"2582","81665",2299.8,887.9,"35.5","Bowie County","Texas "
"2583","191707",3592,1386.9,"53.4","Brazoria County","Texas "
"2584","121862",1517.3,585.8,"80.3","Brazos County","Texas "
"2585","8681",16040,6193,"0.5","Brewster County","Texas "
"2586","1971",2331.8,900.3,"0.8","Briscoe County","Texas "
"2587","8204",2443.3,943.3,"3.4","Brooks County","Texas "
"2588","34371",2444.9,944,"14.1","Brown County","Texas "
"2589","13625",1723.9,665.6,"7.9","Burleson County","Texas "
"2590","22677",2577.8,995.3,"8.8","Burnet County","Texas "
"2591","26392",1413.6,545.8,"18.7","Caldwell County","Texas "
"2592","19053",1327,512.4,"14.4","Calhoun County","Texas "
"2593","11859",2327.6,898.7,"5.1","Callahan County","Texas "
"2594","260120",2345.4,905.6,"110.9","Cameron County","Texas "
"2595","9904",511.6,197.5,"19.4","Camp County","Texas "
"2596","6576",2391.2,923.2,"2.8","Carson County","Texas "
"2597","29982",2428,937.5,"12.3","Cass County","Texas "
"2598","9070",2326.9,898.4,"3.9","Castro County","Texas "
"2599","20088",1552.4,599.4,"12.9","Chambers County","Texas "
"2600","41049",2725.5,1052.3,"15.1","Cherokee County","Texas "
"2601","5953",1839.9,710.4,"3.2","Childress County","Texas "
"2602","10024",2843.5,1097.9,"3.5","Clay County","Texas "
"2603","4377",2007.9,775.2,"2.2","Cochran County","Texas "
"2604","3424",2328.1,898.9,"1.5","Coke County","Texas "
"2605","9710",3296.9,1272.9,"2.9","Coleman County","Texas "
"2606","264036",2195.6,847.7,"120.3","Collin County","Texas "
"2607","3573",2379.8,918.8,"1.5","Collingsworth County","Texas "
"2608","18383",2494.3,963,"7.4","Colorado County","Texas "
"2609","51832",1454.3,561.5,"35.6","Comal County","Texas "
"2610","13381",2428.8,937.8,"5.5","Comanche County","Texas "
"2611","3044",2568,991.5,"1.2","Concho County","Texas "
"2612","30777",2263.1,873.8,"13.6","Cooke County","Texas "
"2613","64213",2724.3,1051.9,"23.6","Coryell County","Texas "
"2614","2247",2334.2,901.2,"1.0","Cottle County","Texas "
"2615","4652",2034.8,785.6,"2.3","Crane County","Texas "
"2616","4078",7271.8,2807.6,"0.6","Crockett County","Texas "
"2617","7304",2329.9,899.6,"3.1","Crosby County","Texas "
"2618","3407",9874.9,3812.7,"0.3","Culberson County","Texas "
"2619","5461",3897.4,1504.8,"1.4","Dallam County","Texas "
"2620","1852810",2278.9,879.9,"813.0","Dallas County","Texas "
"2621","14349",2336.4,902.1,"6.1","Dawson County","Texas "
"2622","19153",3878.4,1497.4,"4.9","Deaf Smith County","Texas "
"2623","4857",717.9,277.2,"6.8","Delta County","Texas "
"2624","273525",2301.2,888.5,"118.9","Denton County","Texas "
"2625","18840",2355,909.3,"8.0","DeWitt County","Texas "
"2626","2571",2342,904.3,"1.1","Dickens County","Texas "
"2627","10433",3447.3,1331,"3.0","Dimmit County","Texas "
"2628","3696",2408.2,929.8,"1.5","Donley County","Texas "
"2629","12918",4643.5,1792.9,"2.8","Duval County","Texas "
"2630","18488",2398.6,926.1,"7.7","Eastland County","Texas "
"2631","118934",2333.9,901.1,"51.0","Ector County","Texas "
"2632","2266",5490.7,2119.9,"0.4","Edwards County","Texas "
"2633","85167",2434.6,940,"35.0","Ellis County","Texas "
"2634","591610",2623.9,1013.1,"225.5","El Paso County","Texas "
"2635","27991",2813.8,1086.4,"9.9","Erath County","Texas "
"2636","17712",1992.1,769.1,"8.9","Falls County","Texas "
"2637","24804",2309.1,891.6,"10.7","Fannin County","Texas "
"2638","20095",2460.8,950.1,"8.2","Fayette County","Texas "
"2639","4842",2334.2,901.2,"2.1","Fisher County","Texas "
"2640","8497",2570.1,992.3,"3.3","Floyd County","Texas "
"2641","1794",1830.4,706.7,"1.0","Foard County","Texas "
"2642","225421",2266.4,875,"99.5","Fort Bend County","Texas "
"2643","7802",739.9,285.7,"10.5","Franklin County","Texas "
"2644","15818",2292.8,885.3,"6.9","Freestone County","Texas "
"2645","13472",2934.8,1133.1,"4.6","Frio County","Texas "
"2646","14123",3891.3,1502.4,"3.6","Gaines County","Texas "
"2647","217399",1032.6,398.7,"210.5","Galveston County","Texas "
"2648","5143",2319.7,895.6,"2.2","Garza County","Texas "
"2649","17204",2748.4,1061.2,"6.3","Gillespie County","Texas "
"2650","1447",2333.1,900.8,"0.6","Glasscock County","Texas "
"2651","5980",2210.8,853.6,"2.7","Goliad County","Texas "
"2652","17205",2765.7,1067.9,"6.2","Gonzales County","Texas "
"2653","23967",2404.4,928.3,"10.0","Gray County","Texas "
"2654","95021",2418.2,933.7,"39.3","Grayson County","Texas "
"2655","104948",709.8,274.1,"147.8","Gregg County","Texas "
"2656","18828",2056,793.8,"9.2","Grimes County","Texas "
"2657","64873",1842,711.2,"35.2","Guadalupe County","Texas "
"2658","34671",2602.3,1004.7,"13.3","Hale County","Texas "
"2659","3905",2339.1,903.1,"1.7","Hall County","Texas "
"2660","7733",2164.7,835.8,"3.6","Hamilton County","Texas "
"2661","5848",2382.5,919.9,"2.5","Hansford County","Texas "
"2662","5283",1801.2,695.4,"2.9","Hardeman County","Texas "
"2663","41320",2316.4,894.4,"17.8","Hardin County","Texas "
"2664","2818199",4478.1,1729,"629.3","Harris County","Texas "
"2665","57483",2328,898.8,"24.7","Harrison County","Texas "
"2666","3634",3787.5,1462.4,"1.0","Hartley County","Texas "
"2667","6820",2338.9,903,"2.9","Haskell County","Texas "
"2668","65614",1755.9,677.9,"37.4","Hays County","Texas "
"2669","3720",2356.2,909.7,"1.6","Hemphill County","Texas "
"2670","58543",2264.6,874.4,"25.9","Henderson County","Texas "
"2671","383545",4063.9,1569.1,"94.4","Hidalgo County","Texas "
"2672","27146",2492.7,962.4,"10.9","Hill County","Texas "
"2673","24199",2352.5,908.3,"10.3","Hockley County","Texas "
"2674","28981",1092,421.6,"26.5","Hood County","Texas "
"2675","28833",2032.5,784.8,"14.2","Hopkins County","Texas "
"2676","21375",3188.3,1231,"6.7","Houston County","Texas "
"2677","32343",2338.6,902.9,"13.8","Howard County","Texas "
"2678","2915",11839.8,4571.3,"0.2","Hudspeth County","Texas "
"2679","64343",2178.8,841.2,"29.5","Hunt County","Texas "
"2680","25689",2298.4,887.4,"11.2","Hutchinson County","Texas "
"2681","1629",2723.6,1051.6,"0.6","Irion County","Texas "
"2682","6981",2376.2,917.4,"2.9","Jack County","Texas "
"2683","13039",2148.5,829.5,"6.1","Jackson County","Texas "
"2684","31102",2428,937.5,"12.8","Jasper County","Texas "
"2685","1946",5865.3,2264.6,"0.3","Jeff Davis County","Texas "
"2686","239397",2340.3,903.6,"102.3","Jefferson County","Texas "
"2687","5109",2942.7,1136.2,"1.7","Jim Hogg County","Texas "
"2688","37679",2239.4,864.7,"16.8","Jim Wells County","Texas "
"2689","97165",1889.2,729.4,"51.4","Johnson County","Texas "
"2690","16490",2411.5,931.1,"6.8","Jones County","Texas "
"2691","12455",1943.5,750.4,"6.4","Karnes County","Texas "
"2692","52220",2036.1,786.1,"25.6","Kaufman County","Texas "
"2693","14589",1715.9,662.5,"8.5","Kendall County","Texas "
"2694","460",3773.3,1456.9,"0.1","Kenedy County","Texas "
"2695","1010",2337.2,902.4,"0.4","Kent County","Texas "
"2696","36304",2865.3,1106.3,"12.7","Kerr County","Texas "
"2697","4122",3239.6,1250.8,"1.3","Kimble County","Texas "
"2698","354",2363,912.3,"0.1","King County","Texas "
"2699","3119",3531.6,1363.5,"0.9","Kinney County","Texas "
"2700","30274",2256,871.1,"13.4","Kleberg County","Texas "
"2701","4837",2212.3,854.2,"2.2","Knox County","Texas "
"2702","43949",2375.2,917.1,"18.5","Lamar County","Texas "
"2703","15072",2632.2,1016.3,"5.7","Lamb County","Texas "
"2704","13521",1844.3,712.1,"7.3","Lampasas County","Texas "
"2705","5254",3856.5,1489,"1.4","La Salle County","Texas "
"2706","18690",2512.3,970,"7.4","Lavaca County","Texas "
"2707","12854",1628,628.6,"7.9","Lee County","Texas "
"2708","12665",2776.8,1072.1,"4.6","Leon County","Texas "
"2709","52726",3003.9,1159.8,"17.6","Liberty County","Texas "
"2710","20946",2354,908.9,"8.9","Limestone County","Texas "
"2711","3143",2414.3,932.2,"1.3","Lipscomb County","Texas "
"2712","9556",2684.3,1036.4,"3.6","Live Oak County","Texas "
"2713","11631",2421.3,934.9,"4.8","Llano County","Texas "
"2714","107",1743.4,673.1,"0.1","Loving County","Texas "
"2715","222636",2330,899.6,"95.6","Lubbock County","Texas "
"2716","6758",2310.1,891.9,"2.9","Lynn County","Texas "
"2717","8778",2769.7,1069.4,"3.2","McCulloch County","Texas "
"2718","189123",2698.6,1041.9,"70.1","McLennan County","Texas "
"2719","817",2882.9,1113.1,"0.3","McMullen County","Texas "
"2720","10931",1216.5,469.7,"9.0","Madison County","Texas "
"2721","9984",987.4,381.2,"10.1","Marion County","Texas "
"2722","4956",2369.5,914.9,"2.1","Martin County","Texas "
"2723","3423",2414.3,932.1,"1.4","Mason County","Texas "
"2724","36928",2886.7,1114.5,"12.8","Matagorda County","Texas "
"2725","36378",3315.6,1280.2,"11.0","Maverick County","Texas "
"2726","27312",3439.2,1327.9,"7.9","Medina County","Texas "
"2727","2252",2336.1,902,"1.0","Menard County","Texas "
"2728","106611",2331.8,900.3,"45.7","Midland County","Texas "
"2729","22946",2633.5,1016.8,"8.7","Milam County","Texas "
"2730","4531",1937.8,748.2,"2.3","Mills County","Texas "
"2731","8016",2357.2,910.1,"3.4","Mitchell County","Texas "
"2732","17274",2410.6,930.7,"7.2","Montague County","Texas "
"2733","182201",2704.8,1044.3,"67.4","Montgomery County","Texas "
"2734","17865",2330.3,899.7,"7.7","Moore County","Texas "
"2735","13200",659.2,254.5,"20.0","Morris County","Texas "
"2736","1532",2562.6,989.4,"0.6","Motley County","Texas "
"2737","54753",2452.3,946.8,"22.3","Nacogdoches County","Texas "
"2738","39926",2774.4,1071.2,"14.4","Navarro County","Texas "
"2739","13569",2415.8,932.8,"5.6","Newton County","Texas "
"2740","16594",2362.2,912.1,"7.0","Nolan County","Texas "
"2741","291145",2165,835.9,"134.5","Nueces County","Texas "
"2742","9128",2376.7,917.6,"3.8","Ochiltree County","Texas "
"2743","2278",3886.9,1500.7,"0.6","Oldham County","Texas "
"2744","80509",923.1,356.4,"87.2","Orange County","Texas "
"2745","25055",2468.2,953,"10.2","Palo Pinto County","Texas "
"2746","22035",2074.5,801,"10.6","Panola County","Texas "
"2747","64785",2340.3,903.6,"27.7","Parker County","Texas "
"2748","9863",2283.7,881.7,"4.3","Parmer County","Texas "
"2749","14675",12338.8,4764,"1.2","Pecos County","Texas "
"2750","30687",2738.6,1057.4,"11.2","Polk County","Texas "
"2751","97874",2355.5,909.4,"41.6","Potter County","Texas "
"2752","6637",9986.5,3855.8,"0.7","Presidio County","Texas "
"2753","6715",601.1,232.1,"11.2","Rains County","Texas "
"2754","89673",2368.5,914.5,"37.9","Randall County","Texas "
"2755","4514",3044.3,1175.4,"1.5","Reagan County","Texas "
"2756","2412",1812.9,700,"1.3","Real County","Texas "
"2757","14317",2720.1,1050.2,"5.3","Red River County","Texas "
"2758","15852",6827.4,2636.1,"2.3","Reeves County","Texas "
"2759","7976",1995.2,770.3,"4.0","Refugio County","Texas "
"2760","1025",2393.5,924.1,"0.4","Roberts County","Texas "
"2761","15511",2213.5,854.6,"7.0","Robertson County","Texas "
"2762","25604",333.6,128.8,"76.8","Rockwall County","Texas "
"2763","11294",2731.2,1054.5,"4.1","Runnels County","Texas "
"2764","43735",2392.2,923.6,"18.3","Rusk County","Texas "
"2765","9586",1269.9,490.3,"7.5","Sabine County","Texas "
"2766","7999",1367.3,527.9,"5.9","San Augustine County","Texas "
"2767","16372",1478.1,570.7,"11.1","San Jacinto County","Texas "
"2768","58749",1791.7,691.8,"32.8","San Patricio County","Texas "
"2769","5401",2938.5,1134.5,"1.8","San Saba County","Texas "
"2770","2990",3394.7,1310.7,"0.9","Schleicher County","Texas "
"2771","18634",2337.7,902.6,"8.0","Scurry County","Texas "
"2772","3316",2367.3,914,"1.4","Shackelford County","Texas "
"2773","22034",2057,794.2,"10.7","Shelby County","Texas "
"2774","2858",2390.8,923.1,"1.2","Sherman County","Texas "
"2775","151309",2404.8,928.5,"62.9","Smith County","Texas "
"2776","5360",484.8,187.2,"11.1","Somervell County","Texas "
"2777","40518",3167.9,1223.1,"12.8","Starr County","Texas "
"2778","9010",2317.3,894.7,"3.9","Stephens County","Texas "
"2779","1438",2391.7,923.4,"0.6","Sterling County","Texas "
"2780","2013",2379.6,918.7,"0.8","Stonewall County","Texas "
"2781","4135",3765.6,1453.9,"1.1","Sutton County","Texas "
"2782","8133",2332.3,900.5,"3.5","Swisher County","Texas "
"2783","1170103",2236.5,863.5,"523.2","Tarrant County","Texas "
"2784","119655",2371.7,915.7,"50.5","Taylor County","Texas "
"2785","1410",6107,2357.9,"0.2","Terrell County","Texas "
"2786","13218",2304.8,889.9,"5.7","Terry County","Texas "
"2787","1880",2363.1,912.4,"0.8","Throckmorton County","Texas "
"2788","24009",1063.4,410.6,"22.6","Titus County","Texas "
"2789","98458",3942.5,1522.2,"25.0","Tom Green County","Texas "
"2790","576407",2562.6,989.4,"224.9","Travis County","Texas "
"2791","11445",1794.6,692.9,"6.4","Trinity County","Texas "
"2792","16646",2390.5,923,"7.0","Tyler County","Texas "
"2793","31370",1522.2,587.7,"20.6","Upshur County","Texas "
"2794","4447",3216.2,1241.8,"1.4","Upton County","Texas "
"2795","23340",4031.7,1556.6,"5.8","Uvalde County","Texas "
"2796","38721",8212,3170.7,"4.7","Val Verde County","Texas "
"2797","37944",2198.4,848.8,"17.3","Van Zandt County","Texas "
"2798","74361",2285.9,882.6,"32.5","Victoria County","Texas "
"2799","50917",2039.7,787.5,"25.0","Walker County","Texas "
"2800","23390",1330.3,513.6,"17.6","Waller County","Texas "
"2801","13115",2164.1,835.6,"6.1","Ward County","Texas "
"2802","26154",1578,609.3,"16.6","Washington County","Texas "
"2803","133239",8694.6,3357,"15.3","Webb County","Texas "
"2804","39955",2823.6,1090.2,"14.2","Wharton County","Texas "
"2805","5879",2368,914.3,"2.5","Wheeler County","Texas "
"2806","122378",1625.7,627.7,"75.3","Wichita County","Texas "
"2807","15121",2515.2,971.1,"6.0","Wilbarger County","Texas "
"2808","17705",1545.5,596.7,"11.5","Willacy County","Texas "
"2809","139551",2912.1,1124.4,"47.9","Williamson County","Texas "
"2810","22650",2090.6,807.2,"10.8","Wilson County","Texas "
"2811","8626",2178.5,841.1,"4.0","Winkler County","Texas "
"2812","34679",2343.1,904.7,"14.8","Wise County","Texas "
"2813","29380",1684.3,650.3,"17.4","Wood County","Texas "
"2814","8786",2071.4,799.8,"4.2","Yoakum County","Texas "
"2815","18126",2389,922.4,"7.6","Young County","Texas "
"2816","9279",2581.8,996.8,"3.6","Zapata County","Texas "
"2817","12162",3363.3,1298.6,"3.6","Zavala County","Texas "
"2818","1722850",212815.5,82168.1,"8.1","Utah",NA
"2819","4765",6708.4,2590.1,"0.7","Beaver County","Utah "
"2820","36485",14824.3,5723.7,"2.5","Box Elder County","Utah "
"2821","70183",3016.4,1164.6,"23.3","Cache County","Utah "
"2822","20228",3829.5,1478.6,"5.3","Carbon County","Utah "
"2823","690",1808.8,698.4,"0.4","Daggett County","Utah "
"2824","187941",788.6,304.5,"238.3","Davis County","Utah "
"2825","12645",8387.4,3238.4,"1.5","Duchesne County","Utah "
"2826","10332",11531,4452.1,"0.9","Emery County","Utah "
"2827","3980",13402,5174.5,"0.3","Garfield County","Utah "
"2828","6620",9535.8,3681.8,"0.7","Grand County","Utah "
"2829","20789",8543.1,3298.5,"2.4","Iron County","Utah "
"2830","5817",8785,3391.9,"0.7","Juab County","Utah "
"2831","5169",10339.7,3992.2,"0.5","Kane County","Utah "
"2832","11333",17067.1,6589.6,"0.7","Millard County","Utah "
"2833","5528",1577.6,609.1,"3.5","Morgan County","Utah "
"2834","1277",1962.9,757.9,"0.7","Piute County","Utah "
"2835","1725",2664.1,1028.6,"0.6","Rich County","Utah "
"2836","725956",1909.9,737.4,"380.1","Salt Lake County","Utah "
"2837","12621",20255.7,7820.7,"0.6","San Juan County","Utah "
"2838","16259",4113.3,1588.2,"4.0","Sanpete County","Utah "
"2839","15431",4947.9,1910.4,"3.1","Sevier County","Utah "
"2840","15518",4846.3,1871.2,"3.2","Summit County","Utah "
"2841","26601",17989.9,6945.9,"1.5","Tooele County","Utah "
"2842","22211",11596.2,4477.3,"1.9","Uintah County","Utah "
"2843","263590",5175.9,1998.4,"50.9","Utah County","Utah "
"2844","10089",3058.6,1180.9,"3.3","Wasatch County","Utah "
"2845","48560",6286.4,2427.2,"7.7","Washington County","Utah "
"2846","2177",6372.6,2460.5,"0.3","Wayne County","Utah "
"2847","158330",1490.8,575.6,"106.2","Weber County","Utah "
"2848","562758",23955.8,9249.3,"23.5","Vermont",NA
"2849","32953",1994.4,770,"16.5","Addison County","Vermont "
"2850","35845",1751.7,676.3,"20.5","Bennington County","Vermont "
